   -0.415223866571491573E+01   -0.486897552719027793E+01    0.283618831875807336E+04   -0.402104110891921618E+01   -0.687589721085159589E+00    0.144073086374238191E+01    0.869206209227028292E+00    0.216021386093945333E+00   -0.894262401639191395E+01   -0.557105613384028686E+01    0.899144296956019851E+01    0.468522210990964547E+08
   -0.264562359179488382E+01   -0.340704682434266104E+01    0.199136313228280278E+04   -0.420716848570857493E+01   -0.183650357266367159E+01   -0.664776186394574031E+00    0.648880560024280406E+00    0.297322548551449239E+00    0.131466091408485681E+02    0.405928799101512183E+01    0.605937659428276287E+01    0.468522228444175199E+08
   -0.240631214556694140E+01   -0.387107020842831417E+01    0.190535858350379613E+04   -0.349778632969200931E+01   -0.160178067222654086E+01    0.137654502287991543E+01    0.353682210641845740E+00    0.249952827548200085E+00    0.274430299871821859E+01   -0.102648972405248173E+00    0.843028746020070230E+01    0.468522232991310060E+08
   -0.465625287133245536E+01   -0.556527578906859421E+01    0.209908287241743710E+04   -0.300168099742581296E+01   -0.334023142460770472E+00    0.129498161171504211E+01    0.372859684906736044E+00    0.287709759654961428E+00    0.824461197368171383E+01    0.269608137198721209E+01    0.619551332372800712E+01    0.468522235915838704E+08
   -0.274593455686994936E+01   -0.335873258688824450E+01    0.175050266778083324E+04   -0.329624579450320754E+01   -0.153396485348740219E+01   -0.333296817163938996E+00    0.705141850915179447E+00    0.203736487046288273E+00    0.412024116643249272E+01    0.162355970135299543E+01    0.975525985830366693E+01    0.468522239528054073E+08
   -0.297833752409025276E+01   -0.399925421394625502E+01    0.214665475485142815E+04   -0.342147839627893191E+01   -0.120309803044331920E+01   -0.805866982272855914E-01    0.536418740737221178E+00    0.313288808640257432E+00   -0.179657052302417242E+00   -0.148032190247761619E+01    0.763346870671008570E+01    0.468522240037699863E+08
   -0.319685131818928170E+01   -0.374298764466814404E+01    0.182665530382613724E+04   -0.331939211392326472E+01   -0.123225558997394158E+01    0.805846486233662951E+00    0.609155172187677452E+00    0.260810933060672157E+00   -0.721546305880251282E+01   -0.419408122316396614E+01    0.839196494764227729E+01    0.468522241169704720E+08
   -0.275691082629767514E+01   -0.332623485778973205E+01    0.192646768423394906E+04   -0.384272398767239398E+01   -0.170544549495189557E+01    0.190034460583661424E+01    0.533077163402769227E+00    0.270565076858300113E+00    0.311997207264862908E+01    0.128886817841403101E+01    0.591098942370820879E+01    0.468522243557962328E+08
   -0.456052183911429765E+01   -0.541759894477598980E+01    0.308134481082089724E+04   -0.407628143197743675E+01   -0.338425704913206893E+00    0.707055723123035662E+00    0.369702010150680271E+00    0.228487833988499978E+00   -0.489122948494230414E+01   -0.530718325237344857E+01    0.775217042225490971E+01    0.468522245556840450E+08
   -0.202619178397330391E+01   -0.302304489052621328E+01    0.189589236052253295E+04   -0.478958841776483535E+01   -0.185762667403329473E+01    0.897075634163306823E+00    0.498050827526217765E+00    0.346605642232307942E+00    0.671043460856076024E+00   -0.237098669601115830E+01    0.284716629331947146E+01    0.468522247149149999E+08
   -0.445472746573091527E+01   -0.516970562280461898E+01    0.187036597413046502E+04   -0.271197093761688190E+01   -0.484114093993515127E+00    0.398127046653317773E+00    0.586941163632554330E+00    0.210426170798970358E+00   -0.437225870266713201E+01   -0.464943902420667143E+01    0.622108434402765287E+01    0.468522247639366314E+08
   -0.227032825035955099E+01   -0.315176041581439037E+01    0.176410050965293317E+04   -0.395750264310811595E+01   -0.190203500648370749E+01   -0.734083397271834359E+00    0.718092937856194768E+00    0.219065180237079549E+00    0.107519918687876270E+01   -0.216004220510849620E+01    0.356197978055555531E+01    0.468522249379833564E+08
   -0.386126163006867085E+01   -0.446914998378791406E+01    0.194119536104561166E+04   -0.420550417823761347E+01   -0.835851285870070626E+00    0.111596073604050616E+01    0.278429236498402011E+00    0.318481857384404543E+00   -0.507865341724299668E+01   -0.721314162890326926E+01    0.340322127367349481E+01    0.468522249491804019E+08
   -0.422351103269597239E+01   -0.457709919333379567E+01    0.231365398955776800E+04   -0.432797083690789108E+01   -0.856995654569220555E+00    0.621741756133236123E+00    0.846563585583281486E+00    0.289007710223911807E+00   -0.509288245459744005E+01   -0.720087488469090431E+01    0.282547359333047421E+01    0.468522251705503315E+08
   -0.443288541818046067E+01   -0.491111914769944669E+01    0.277694860062752196E+04   -0.314018996474034839E+01   -0.817278032485219796E+00    0.144654235388022112E+01    0.867784292717490913E+00    0.278436884897682146E+00    0.555072133308216920E+01    0.404042679326046539E-01    0.258514105196228572E+01    0.468522252830224708E+08
   -0.345473846943606855E+01   -0.454153158805865687E+01    0.231941644573415351E+04   -0.436437123818699391E+01   -0.801973186170449104E+00    0.151658237825760001E+01    0.863955980971322535E+00    0.365205421943990027E+00    0.233277955040164287E+01   -0.253424671932567236E+00    0.830372063966750318E+01    0.468522253218504861E+08
   -0.384320491270679732E+01   -0.501413510413520314E+01    0.209260015866719550E+04   -0.280217139808297055E+01   -0.391682722087058899E+00    0.152780998782996180E+01    0.564721475019712704E+00    0.347831625675449341E+00    0.331355953260553804E+01   -0.439416998298053585E+00    0.551662096480900832E+01    0.468522253395061642E+08
   -0.309243813778083876E+01   -0.361944138353270972E+01    0.208741799441702233E+04   -0.479136079448391428E+01   -0.166225802775175779E+01    0.112616341317895641E+01    0.168465015779850236E+00    0.291254362269501521E+00   -0.102626445469132612E+02   -0.922473109714739792E+01    0.239651846776774269E+01    0.468522255363129750E+08
   -0.564639281097634793E+01   -0.599719463348912196E+01    0.328499317973298093E+04   -0.384285587101909609E+01    0.231356697400954658E+00    0.179311506450787927E+01    0.423348467051954780E+00    0.248943334392321580E+00   -0.736839646404330750E+00   -0.204425961923877963E+00    0.848854041649586044E+01    0.468522256765054613E+08
   -0.462136486193490192E+01   -0.567404966406967226E+01    0.207058936197238199E+04   -0.221568574821973296E+01   -0.850966167100928317E-01    0.123248765478339983E+01    0.437828103263751212E+00    0.291641390646114773E+00    0.224285730126713290E+01    0.105204367342091132E+01    0.368633828787509810E+01    0.468522257580529600E+08
   -0.312701965617642585E+01   -0.353912267082605325E+01    0.223433605341215662E+04   -0.480510637657016648E+01   -0.161814734775996349E+01    0.122157027425059583E+01    0.340841786029254079E+00    0.266987986946198241E+00   -0.904904852097292434E+01   -0.651933365725447445E+01    0.892314590533615615E+01    0.468522259433090240E+08
   -0.495501052211858717E+01   -0.572708725028038934E+01    0.226874686756359824E+04   -0.238894609604637731E+01   -0.254486700714778635E+00    0.788624005165750930E+00    0.477922242982467382E+00    0.212575802363315025E+00    0.251062325315695745E+01   -0.407885432900300771E+00    0.674713299619994977E+01    0.468522260143609047E+08
   -0.507734772588931893E+01   -0.521326269884196591E+01    0.339065051348169618E+04   -0.436633578615395646E+01   -0.524766562922601487E+00    0.146402513559871172E+01    0.494182707572567714E+00    0.277977210225590299E+00    0.605045866835219215E+00   -0.306716082121772970E+01    0.442746764732061759E+01    0.468522260211684853E+08
   -0.472581883544948234E+01   -0.499239141325090507E+01    0.256126865001977421E+04   -0.419047551662306361E+01   -0.326239192230092456E+00    0.184324102419887037E+01    0.381912525620220322E+00    0.249711827842583778E+00    0.348159132162094309E+01   -0.134948702405929666E+01    0.904296919075796879E+01    0.468522261570442170E+08
   -0.422554304588744856E+01   -0.450401790730035234E+01    0.270873534135452428E+04   -0.460323363935781682E+01   -0.904536587389733526E+00    0.146885475557771894E+01    0.360747671439195172E+00    0.277421059754013599E+00    0.123115947090628453E+02    0.306836845649637979E+01    0.782457244178040234E+01    0.468522261957946569E+08
   -0.533345661948408356E+01   -0.555961040599395595E+01    0.245747098074752603E+04   -0.348366536264172666E+01   -0.578105272087565680E-01    0.114954675220531222E+01    0.346477924882202859E+00    0.257262266142973928E+00   -0.265326117668039529E+01   -0.301894108497810620E+01    0.159479987032535764E+01    0.468522262245261073E+08
   -0.399081077023297315E+01   -0.453792515105331340E+01    0.237506267669583985E+04   -0.417417947039067450E+01   -0.658783676461553114E+00    0.785447226199690540E+00    0.561214808545256183E+00    0.306433733821216026E+00   -0.102480885875374952E+02   -0.637206097704796548E+01    0.640207108066682906E+01    0.468522262312531993E+08
   -0.266828432120431724E+01   -0.389724330281928211E+01    0.167409882283302841E+04   -0.328082865126625745E+01   -0.127095932656677491E+01    0.522414389862624340E+00    0.634299828895532380E+00    0.205238165234631065E+00   -0.934222332556096902E+01   -0.777966320498649111E+01    0.781034061350107400E+01    0.468522262694168687E+08
   -0.486443993879670877E+01   -0.540654462935946789E+01    0.243921344160638091E+04   -0.354711664467993160E+01   -0.166745132172314570E+00    0.969608541706413973E+00    0.764823089472746798E+00    0.314952365650120691E+00    0.113729976650918800E+02    0.506641824407390118E+01    0.591545065109505153E+01    0.468522263247867078E+08
   -0.514512700836921866E+01   -0.544146383585646909E+01    0.251303046398828292E+04   -0.349819831884563559E+01   -0.255056152608563735E+00    0.152550112694677598E+01    0.317853493504936413E+00    0.287906176631965327E+00   -0.111765710279954664E+02   -0.781212739925182831E+01    0.595790652146888533E+01    0.468522263314803913E+08
   -0.405847027374357960E+01   -0.442186231226907012E+01    0.249514510783669448E+04   -0.432807242481595900E+01   -0.898309107420761421E+00    0.163573011408318081E+01    0.871270186640762501E+00    0.321023602215950277E+00    0.295397165546880203E+01   -0.152379951493789534E+01    0.716314610458185186E+01    0.468522263478838503E+08
   -0.377650726583556207E+01   -0.478445884029265667E+01    0.170058671437558883E+04   -0.266814114148303050E+01   -0.623846370568363895E+00    0.185840442998351119E+01    0.533625810149826907E+00    0.240840910523718976E+00    0.169258832501590462E+02    0.659379386352059171E+01    0.555864086148589642E+01    0.468522264104198217E+08
