   -0.385623025894165039E+01   -0.236482429504394531E+01    0.167382681369781494E+04   -0.370646029710769653E+01   -0.179482442140579224E+01    0.524306535720825195E+00    0.714785987138748191E+00    0.648512303829193171E-01   -0.228234797716140747E+02    0.249344110488891602E+00    0.363720357418060303E+01    0.695292724929465893-309   -0.599146350544150419E+01    1
   -0.894447994232177734E+01   -0.765761899948120117E+01    0.396267825365066528E+04   -0.397925275564193726E+01   -0.751116871833801270E+00    0.197951054573059082E+01    0.716284161806106545E+00    0.870735466480255099E-01    0.191702425479888916E+02   -0.914761126041412354E+01    0.134324669837951660E+01    0.695292724929465893-309   -0.599396350544151169E+01    1
   -0.690789604187011719E+01   -0.701566028594970703E+01    0.237334677577018738E+04   -0.313901489973068237E+01    0.183809709548950195E+01   -0.452301263809204102E+00    0.418166232109069780E+00    0.859249174594879095E-01    0.210978746414184570E+02    0.316990613937377930E+01    0.655108094215393066E+00    0.695292724929465893-309   -0.599646350544151474E+01    1
   -0.868801450729370117E+01   -0.879568767547607422E+01    0.369234466552734375E+04   -0.316154962778091431E+01   -0.106759023666381836E+01   -0.101965141296386719E+01    0.306557422876358010E+00    0.511751830577850397E-01   -0.853046476840972900E+01   -0.506292581558227539E+01    0.918202757835388184E+01    0.695292724929465893-309   -0.599896350544151957E+01    1
   -0.281217813491821289E+01   -0.841771364212036133E+01    0.174563163518905640E+04    0.179522186517715454E+01   -0.473923969268798828E+01   -0.175938272476196289E+01    0.245899641513824430E+00    0.901596426963806041E-01   -0.597047209739685059E+01    0.245287746191024780E+02    0.389633476734161377E+01    0.695292724929465893-309   -0.600146350544151552E+01    1
   -0.493031740188598633E+01   -0.709627819061279297E+01    0.361241871118545532E+04   -0.471554046869277954E+01    0.268962383270263672E+00    0.138423728942871094E+01    0.630374401807785034E+00    0.139691460132598866E+00    0.151088386774063110E+02    0.965749323368072510E+01    0.172303795814514160E+01    0.695292724929465893-309   -0.600396350544151858E+01    1
   -0.319703054428100586E+01   -0.584926986694335938E+01    0.308344924449920654E+04   -0.469806969165802002E+01    0.675547540187835693E+00   -0.162245249748229980E+01    0.182724338769912731E+00    0.134175068140029885E+00    0.949121713638305664E+01   -0.834465026855468750E-01    0.914292514324188232E+01    0.695292724929465893-309   -0.600646350544151630E+01    1
   -0.810865592956542969E+01   -0.810353517532348633E+01    0.223284447193145752E+04   -0.376414310932159424E+01    0.860348165035247803E+00   -0.175439929962158203E+01    0.284355974197387673E+00    0.178156751394271839E+00    0.851312279701232910E+01   -0.103579401969909668E+02    0.696694016456604004E+01    0.695292724929465893-309   -0.600896350544152469E+01    1
   -0.648147249221801758E+01   -0.872580862045288086E+01    0.218199023604393005E+04   -0.448076081275939941E+01   -0.874478757381439209E+00   -0.775074958801269531E+00    0.238012874126434293E+00    0.513699114322662409E-01    0.195579648017883301E+02    0.190105617046356201E+02    0.124400854110717773E-01    0.695292724929465893-309   -0.601146350544151886E+01    1
   -0.617983913421630859E+01   -0.543174695968627930E+01    0.274666675925254822E+04   -0.437226700782775879E+01    0.408340156078338623E+00    0.166505384445190430E+01    0.244164735078811646E+00    0.139853197336196888E+00   -0.598643422126770020E+01    0.204676032066345215E+02    0.271093487739562988E+01    0.695292724929465893-309   -0.601396350544150859E+01    1
