T   P   el   H   H2   He   C2H2   CH4   CO   CO2   H2O   H2S   HCN   K   Na   NH3   PH3   TiO   VO   Fe   Fe+   Mg   Ca   Ti   Ti+   V   C   Cr   Ni   Mn   Ca+   Li   OH

1.000000E+08

5.000000E+03   1.000000E+08   2.938063E-06   1.699507E-01   6.962554E-01   1.330768E-01   1.320009E-06   6.344372E-06   3.458389E-04   1.821206E-08   3.353209E-04   6.495378E-06   6.738153E-06   1.845755E-08   1.019961E-06   1.113034E-05   7.498161E-09   2.833584E-09   6.177395E-11   4.475036E-05   3.080154E-07   2.880738E-05   1.719909E-06   1.164915E-07   1.141213E-08   1.438408E-08   3.085269E-06   3.515189E-07   1.405608E-06   2.897230E-07   8.360747E-07   2.977552E-09   8.403622E-05
4.900000E+03   1.000000E+08   2.540802E-06   1.533116E-01   7.116669E-01   1.342857E-01   1.374245E-06   7.386318E-06   3.513954E-04   1.874120E-08   3.459053E-04   7.060660E-06   6.950068E-06   2.031966E-08   1.101431E-06   1.199237E-05   8.563233E-09   3.203920E-09   6.894811E-11   4.523348E-05   2.349254E-07   2.909618E-05   1.816539E-06   1.191007E-07   9.294626E-09   1.466372E-08   2.315602E-06   3.441431E-07   1.568886E-06   2.880961E-07   7.265334E-07   3.004641E-09   7.458810E-05
4.800000E+03   1.000000E+08   2.183440E-06   1.375400E-01   7.262751E-01   1.354317E-01   1.425674E-06   8.593353E-06   3.562557E-04   1.923227E-08   3.558937E-04   7.655246E-06   7.134145E-06   2.239353E-08   1.185115E-06   1.286539E-05   9.759531E-09   3.623633E-09   7.692028E-11   4.567986E-05   1.772447E-07   2.937890E-05   1.907286E-06   1.212581E-07   7.479790E-09   1.491152E-08   1.716261E-06   3.357881E-07   1.723137E-06   2.860590E-07   6.235775E-07   3.030318E-09   6.567465E-05
4.700000E+03   1.000000E+08   1.864419E-06   1.226768E-01   7.400417E-01   1.365118E-01   1.474047E-06   9.994938E-06   3.604292E-04   1.968648E-08   3.652665E-04   8.277754E-06   7.289985E-06   2.470926E-08   1.270333E-06   1.374783E-05   1.110121E-08   4.101610E-09   8.581862E-11   4.609130E-05   1.321624E-07   2.965746E-05   1.991389E-06   1.229716E-07   5.944192E-09   1.512955E-08   1.255217E-06   3.265520E-07   1.863306E-06   2.836431E-07   5.284009E-07   3.054518E-09   5.735112E-05
4.600000E+03   1.000000E+08   1.582005E-06   1.087537E-01   7.529376E-01   1.375237E-01   1.519037E-06   1.162691E-05   3.639194E-04   2.010549E-08   3.740206E-04   8.926238E-06   7.417249E-06   2.730438E-08   1.356361E-06   1.463893E-05   1.260395E-08   4.648792E-09   9.580156E-11   4.646941E-05   9.728514E-08   2.993352E-05   2.068384E-06   1.242503E-07   4.661129E-09   1.531989E-08   9.050835E-07   3.165293E-07   1.985830E-06   2.808770E-07   4.418105E-07   3.077188E-09   4.965759E-05
4.500000E+03   1.000000E+08   1.334129E-06   9.579225E-02   7.649425E-01   1.384658E-01   1.560206E-06   1.353299E-05   3.667226E-04   2.049130E-08   3.821713E-04   9.598140E-06   7.515552E-06   3.022385E-08   1.442406E-06   1.553882E-05   1.428508E-08   5.278689E-09   1.070655E-10   4.681567E-05   7.060236E-08   3.020853E-05   2.138067E-06   1.251018E-07   3.602739E-09   1.548449E-08   6.427755E-07   3.058113E-07   2.088850E-06   2.777872E-07   3.642621E-07   3.098294E-09   4.261917E-05
4.400000E+03   1.000000E+08   1.118351E-06   8.380424E-02   7.760455E-01   1.393373E-01   1.596968E-06   1.576674E-05   3.688255E-04   2.084628E-08   3.897534E-04   1.029021E-05   7.584335E-06   3.351906E-08   1.527578E-06   1.644858E-05   1.616382E-08   6.008051E-09   1.198552E-10   4.713146E-05   5.044313E-08   3.048378E-05   2.200452E-06   1.255302E-07   2.741514E-09   1.562516E-08   4.490951E-07   2.944862E-07   2.172087E-06   2.743980E-07   2.959148E-07   3.117817E-09   3.624662E-05
4.300000E+03   1.000000E+08   9.319430E-07   7.279160E-02   7.862447E-01   1.401380E-01   1.628549E-06   1.839379E-05   3.702044E-04   2.117307E-08   3.968247E-04   1.099851E-05   7.622778E-06   3.724587E-08   1.610900E-06   1.737034E-05   1.826159E-08   6.857774E-09   1.344783E-10   4.741813E-05   3.542703E-08   3.076044E-05   2.255739E-06   1.255343E-07   2.051042E-09   1.574347E-08   3.082958E-07   2.826400E-07   2.236518E-06   2.707324E-07   2.366688E-07   3.135754E-09   3.053733E-05
4.200000E+03   1.000000E+08   7.720157E-07   6.274659E-02   7.955471E-01   1.408686E-01   1.653947E-06   2.149477E-05   3.708212E-04   2.147458E-08   4.034674E-04   1.171839E-05   7.629680E-06   4.146151E-08   1.691338E-06   1.830733E-05   2.060224E-08   7.854064E-09   1.513248E-10   4.767699E-05   2.441937E-08   3.103960E-05   2.304282E-06   1.251062E-07   1.506411E-09   1.584080E-08   2.076416E-07   2.703566E-07   2.283957E-06   2.668124E-07   1.861973E-07   3.152119E-09   2.547677E-05
4.100000E+03   1.000000E+08   6.356638E-07   5.365230E-02   8.039684E-01   1.415303E-01   1.671881E-06   2.516855E-05   3.706218E-04   2.175391E-08   4.097920E-04   1.244451E-05   7.603367E-06   4.622016E-08   1.767866E-06   1.926400E-05   2.321252E-08   9.029986E-09   1.708939E-10   4.790940E-05   1.649266E-08   3.132233E-05   2.346569E-06   1.242299E-07   1.084407E-09   1.591825E-08   1.369805E-07   2.577183E-07   2.316648E-06   2.626590E-07   1.439744E-07   3.166939E-09   2.104002E-05
4.000000E+03   1.000000E+08   5.200836E-07   4.548321E-02   8.115318E-01   1.421249E-01   1.680756E-06   2.953627E-05   3.695328E-04   2.201426E-08   4.159413E-04   1.317097E-05   7.541616E-06   5.156705E-08   1.839554E-06   2.024609E-05   2.612266E-08   1.042748E-08   1.938313E-10   4.811674E-05   1.089627E-08   3.160966E-05   2.383184E-06   1.228795E-07   7.637616E-10   1.597663E-08   8.834485E-08   2.448056E-07   2.336931E-06   2.582924E-07   1.093187E-07   3.180257E-09   1.719353E-05
3.900000E+03   1.000000E+08   4.226501E-07   3.820583E-02   8.182682E-01   1.426549E-01   1.678634E-06   3.474563E-05   3.674565E-04   2.225871E-08   4.220934E-04   1.389146E-05   7.441598E-06   5.753061E-08   1.905645E-06   2.126077E-05   2.936705E-08   1.209989E-08   2.209807E-10   4.830045E-05   7.029751E-09   3.190262E-05   2.414772E-06   1.210173E-07   5.252810E-10   1.601642E-08   5.558320E-08   2.316972E-07   2.347000E-06   2.537324E-07   8.143283E-08   3.192127E-09   1.389695E-05
3.800000E+03   1.000000E+08   3.409622E-07   3.177963E-02   8.242150E-01   1.431234E-01   1.663251E-06   4.097559E-05   3.642676E-04   2.248989E-08   4.284669E-04   1.459948E-05   7.299890E-06   6.411293E-08   1.965624E-06   2.231678E-05   3.298540E-08   1.411522E-08   2.534564E-10   4.846201E-05   4.420684E-09   3.220230E-05   2.441996E-06   1.185927E-07   3.520009E-10   1.603762E-08   3.403062E-08   2.184702E-07   2.348765E-06   2.489979E-07   5.945348E-08   3.202618E-09   1.110492E-05
3.700000E+03   1.000000E+08   2.728568E-07   2.615786E-02   8.294150E-01   1.435337E-01   1.632090E-06   4.844101E-05   3.598068E-04   2.270937E-08   4.353241E-04   1.528864E-05   7.112569E-06   7.127909E-08   2.019250E-06   2.342462E-05   3.702419E-08   1.655989E-08   2.927440E-10   4.860295E-05   2.704593E-09   3.250978E-05   2.465492E-06   1.155405E-07   2.292649E-10   1.603966E-08   2.021725E-08   2.051993E-07   2.343786E-06   2.441073E-07   4.249862E-08   3.211805E-09   8.768861E-06
3.600000E+03   1.000000E+08   2.164078E-07   2.128868E-02   8.339159E-01   1.438897E-01   1.582545E-06   5.739636E-05   3.538769E-04   2.291670E-08   4.429729E-04   1.595295E-05   6.875431E-06   7.894768E-08   2.066569E-06   2.459673E-05   4.153878E-08   1.954290E-08   3.408442E-10   4.872484E-05   1.606613E-09   3.282620E-05   2.485822E-06   1.117815E-07   1.447242E-10   1.602121E-08   1.161640E-08   1.919571E-07   2.333271E-06   2.390783E-07   2.971008E-08   3.219776E-09   6.838690E-06
3.500000E+03   1.000000E+08   1.699165E-07   1.711617E-02   8.377692E-01   1.441955E-01   1.512216E-06   6.813764E-05   3.462374E-04   2.310790E-08   4.517679E-04   1.658711E-05   6.584376E-06   8.698555E-08   2.107880E-06   2.584775E-05   4.659630E-08   2.319953E-08   4.004727E-10   4.882927E-05   9.247050E-10   3.315277E-05   2.503427E-06   1.072252E-07   8.825296E-11   1.597993E-08   6.430829E-09   1.788133E-07   2.318096E-06   2.339279E-07   2.028765E-08   3.226622E-09   5.264349E-06
3.400000E+03   1.000000E+08   1.318981E-07   1.358152E-02   8.410288E-01   1.444555E-01   1.419335E-06   8.100040E-05   3.366033E-04   2.327336E-08   4.621068E-04   1.718671E-05   6.235989E-06   9.521101E-08   2.143695E-06   2.719475E-05   5.227946E-08   2.769285E-08   4.753436E-10   4.891787E-05   5.145195E-10   3.349074E-05   2.518576E-06   1.017766E-07   5.178912E-11   1.591213E-08   3.415029E-09   1.658346E-07   2.298854E-06   2.286722E-07   1.351344E-08   3.232441E-09   3.997194E-06
3.300000E+03   1.000000E+08   1.010641E-07   1.062410E-02   8.437503E-01   1.446741E-01   1.303332E-06   9.635151E-05   3.246479E-04   2.339486E-08   4.744219E-04   1.774834E-05   5.828331E-06   1.034077E-07   2.174677E-06   2.865753E-05   5.869150E-08   3.320965E-08   5.705607E-10   4.899227E-05   2.760807E-10   3.384144E-05   2.531304E-06   9.535042E-08   2.911387E-11   1.581226E-08   1.730756E-09   1.530846E-07   2.275898E-06   2.233263E-07   8.766318E-09   3.237335E-09   2.991141E-06
3.200000E+03   1.000000E+08   7.630123E-08   8.182670E-03   8.459900E-01   1.448560E-01   1.165442E-06   1.145704E-04   3.100148E-04   2.344178E-08   4.891628E-04   1.826959E-05   5.361895E-06   1.113481E-07   2.201570E-06   3.025894E-05   6.596223E-08   3.994520E-08   6.931505E-10   4.905406E-05   1.424695E-10   3.420625E-05   2.541336E-06   8.789383E-08   1.559544E-11   1.567228E-08   8.321773E-10   1.406230E-07   2.249390E-06   2.179044E-07   5.528123E-09   3.241406E-09   2.203582E-06
3.100000E+03   1.000000E+08   5.664730E-08   6.196434E-03   8.478035E-01   1.450057E-01   1.009259E-06   1.360153E-04   2.923458E-04   2.336681E-08   5.067663E-04   1.874888E-05   4.840654E-06   1.188219E-07   2.225137E-06   3.202523E-05   7.425493E-08   4.806926E-08   8.527590E-10   4.910482E-05   7.048603E-11   3.458661E-05   2.547987E-06   7.942002E-08   7.910674E-12   1.548073E-08   3.770066E-10   1.285055E-07   2.219335E-06   2.124193E-07   3.381047E-09   3.244755E-09   1.596014E-06
3.000000E+03   1.000000E+08   4.126629E-08   4.606100E-03   8.492455E-01   1.451276E-01   8.410079E-07   1.609673E-04   2.713299E-04   2.310186E-08   5.276052E-04   1.918529E-05   4.273040E-06   1.256609E-07   2.246111E-06   3.398637E-05   8.377335E-08   5.766635E-08   1.062494E-09   4.914606E-05   3.331329E-11   3.498403E-05   2.550021E-06   7.004764E-08   3.772616E-12   1.522165E-08   1.596526E-10   1.167834E-07   2.185614E-06   2.068827E-07   1.999894E-09   3.247482E-09   1.134417E-06
2.900000E+03   1.000000E+08   2.942671E-08   3.354843E-03   8.503684E-01   1.452258E-01   6.693206E-07   1.895461E-04   2.467841E-04   2.255640E-08   5.519097E-04   1.957842E-05   3.672613E-06   1.317551E-07   2.265150E-06   3.617645E-05   9.476730E-08   6.865259E-08   1.339791E-09   4.917917E-05   1.497833E-11   3.540003E-05   2.545456E-06   6.003458E-08   1.678345E-12   1.487337E-08   6.261763E-11   1.055034E-07   2.148001E-06   2.013043E-07   1.140039E-09   3.249682E-09   7.893818E-07
2.800000E+03   1.000000E+08   2.048543E-08   2.389160E-03   8.512217E-01   1.453043E-01   5.043556E-07   2.215931E-04   2.187707E-04   2.162220E-08   5.796519E-04   1.992815E-05   3.058148E-06   1.370552E-07   2.282819E-06   3.863406E-05   1.075339E-07   8.069213E-08   1.706941E-09   4.920544E-05   6.376457E-12   3.583614E-05   2.531306E-06   4.978495E-08   6.908945E-13   1.440756E-08   2.250600E-11   9.470725E-08   2.106177E-06   1.956924E-07   6.236120E-10   3.251440E-09   5.360212E-07
2.700000E+03   1.000000E+08   1.387789E-08   1.659597E-03   8.518520E-01   1.453666E-01   3.562591E-07   2.565275E-04   1.877473E-04   2.019041E-08   6.104021E-04   2.023470E-05   2.452837E-06   1.415660E-07   2.299580E-06   4.140263E-05   1.224098E-07   9.316480E-08   2.190533E-09   4.922594E-05   2.556515E-12   3.629390E-05   2.503245E-06   3.980775E-08   2.611333E-13   1.378944E-08   7.322895E-12   8.443158E-08   2.059738E-06   1.900528E-07   3.256159E-10   3.252837E-09   3.536915E-07
2.600000E+03   1.000000E+08   9.113214E-09   1.121323E-03   8.523022E-01   1.454155E-01   2.332376E-07   2.932083E-04   1.547162E-04   1.818695E-08   6.431832E-04   2.049860E-05   1.882407E-06   1.453304E-07   2.315785E-06   4.453057E-05   1.397458E-07   1.052409E-07   2.818483E-09   4.924150E-05   9.596518E-13   3.677480E-05   2.455196E-06   3.062361E-08   9.000361E-14   1.298051E-08   2.127215E-12   7.470788E-08   2.008196E-06   1.843890E-07   1.612573E-10   3.253938E-09   2.255708E-07
2.500000E+03   1.000000E+08   5.772094E-09   7.345507E-04   8.526111E-01   1.454537E-01   1.397808E-07   3.298787E-04   1.212983E-04   1.562471E-08   6.764078E-04   2.072099E-05   1.372035E-06   1.484104E-07   2.331669E-06   4.807105E-05   1.598565E-07   1.160696E-07   3.613066E-09   4.925258E-05   3.351048E-13   3.728021E-05   2.378878E-06   2.264891E-08   2.812683E-14   1.194570E-08   5.431179E-13   6.556247E-08   1.950981E-06   1.787017E-07   7.515050E-11   3.254799E-09   1.381389E-07
2.400000E+03   1.000000E+08   3.504601E-09   4.647627E-04   8.528136E-01   1.454829E-01   7.571487E-08   3.643153E-04   8.960580E-05   1.265207E-08   7.080203E-04   2.090413E-05   9.423178E-07   1.508649E-07   2.347343E-06   5.208083E-05   1.829382E-07   1.249978E-07   4.578966E-09   4.925915E-05   1.080717E-13   3.781132E-05   2.263389E-06   1.610941E-08   7.928390E-15   1.066590E-08   1.198015E-13   5.701659E-08   1.887446E-06   1.729883E-07   3.261974E-11   3.255463E-09   8.062323E-08
2.300000E+03   1.000000E+08   2.025298E-09   2.827669E-04   8.529393E-01   1.455047E-01   3.663028E-08   3.942737E-04   6.182027E-05   9.555449E-09   7.359358E-04   2.105210E-05   6.050715E-07   1.527219E-07   2.362739E-06   5.661714E-05   2.089626E-07   1.316933E-07   5.687687E-09   4.926037E-05   3.191070E-14   3.836874E-05   2.095103E-06   1.102279E-08   2.003062E-15   9.153927E-09   2.241349E-14   4.908661E-08   1.816873E-06   1.672429E-07   1.299743E-11   3.255963E-09   4.448489E-08
2.200000E+03   1.000000E+08   1.105351E-09   1.645628E-04   8.530124E-01   1.455205E-01   1.567249E-08   4.181360E-04   3.956003E-05   6.682170E-09   7.586646E-04   2.117154E-05   3.605878E-07   1.539369E-07   2.377518E-06   6.173072E-05   2.375715E-07   1.361128E-07   6.862623E-09   4.925392E-05   8.532587E-15   3.895179E-05   1.858963E-06   7.248137E-09   4.492266E-16   7.468525E-09   3.488048E-15   4.178416E-08   1.738492E-06   1.614558E-07   4.651997E-12   3.256329E-09   2.301559E-08
2.100000E+03   1.000000E+08   5.647639E-10   9.103834E-05   8.530510E-01   1.455315E-01   5.884933E-09   4.354141E-04   2.337560E-05   4.312274E-09   7.757663E-04   2.127213E-05   1.980660E-07   1.543297E-07   2.390875E-06   6.745197E-05   2.680144E-07   1.383584E-07   7.971450E-09   4.923425E-05   2.038020E-15   3.955682E-05   1.544106E-06   4.563716E-09   8.815920E-17   5.718394E-09   4.421761E-16   3.511631E-08   1.651516E-06   1.556126E-07   1.447986E-12   3.256589E-09   1.107486E-08
2.000000E+03   1.000000E+08   2.671933E-10   4.751696E-05   8.530680E-01   1.455389E-01   1.926060E-09   4.467646E-04   1.271465E-05   2.566540E-09   7.878087E-04   2.136632E-05   9.953524E-08   1.534860E-07   2.401180E-06   7.376692E-05   2.991553E-07   1.385105E-07   8.834307E-09   4.918782E-05   4.278489E-16   4.017354E-05   1.158321E-06   2.732680E-09   1.484842E-17   4.048761E-09   4.458721E-17   2.908553E-08   1.555187E-06   1.496935E-07   3.743254E-13   3.256772E-09   4.913675E-09
1.900000E+03   1.000000E+08   1.153558E-10   2.318799E-05   8.530718E-01   1.455441E-01   5.447586E-10   4.535378E-04   6.342836E-06   1.408083E-09   7.958674E-04   2.146824E-05   4.533008E-08   1.506375E-07   2.405461E-06   8.058136E-05   3.295631E-07   1.364823E-07   9.255650E-09   4.907987E-05   7.747271E-17   4.077643E-05   7.482810E-07   1.539771E-09   2.094269E-18   2.607324E-09   3.474267E-18   2.368970E-08   1.448859E-06   1.436714E-07   7.579058E-14   3.256903E-09   1.989956E-09
1.800000E+03   1.000000E+08   4.459540E-11   1.046296E-05   8.530683E-01   1.455479E-01   1.314488E-10   4.572130E-04   2.883765E-06   7.099479E-10   8.009223E-04   2.159110E-05   1.846451E-08   1.446527E-07   2.399019E-06   8.767866E-05   3.576913E-07   1.318906E-07   9.077792E-09   4.881487E-05   1.182493E-17   4.130233E-05   3.966242E-07   8.043341E-10   2.398193E-19   1.499086E-09   2.016684E-19   1.892203E-08   1.332126E-06   1.375104E-07   1.130968E-14   3.257005E-09   7.262228E-10
1.700000E+03   1.000000E+08   1.509087E-11   4.306103E-06   8.530617E-01   1.455510E-01   2.654520E-11   4.590233E-04   1.182231E-06   3.263870E-10   8.032813E-04   2.174257E-05   6.608003E-09   1.344462E-07   2.376006E-06   9.469190E-05   3.821404E-07   1.239309E-07   8.239678E-09   4.811119E-05   1.473131E-18   4.158659E-05   1.673865E-07   3.815832E-10   2.140647E-20   7.535302E-10   8.319441E-21   1.477095E-08   1.205008E-06   1.311631E-07   1.188120E-15   3.257092E-09   2.347138E-10
1.600000E+03   1.000000E+08   4.362549E-12   1.589046E-06   8.530570E-01   1.455540E-01   4.366223E-12   4.598285E-04   4.293751E-07   1.345206E-10   8.011144E-04   2.191868E-05   2.030154E-09   1.200003E-07   2.332216E-06   1.011303E-04   4.019420E-07   1.113746E-07   6.827351E-09   4.610748E-05   1.416288E-19   4.117486E-05   5.614512E-08   1.599184E-10   1.406874E-21   3.238859E-10   2.295865E-22   1.121975E-08   1.068200E-06   1.245684E-07   8.564489E-17   3.257175E-09   6.553720E-11
1.500000E+03   1.000000E+08   1.054528E-12   5.145512E-07   8.530636E-01   1.455573E-01   5.638422E-13   4.601510E-04   1.340204E-07   4.793336E-11   7.867825E-04   2.210141E-05   5.203254E-10   1.035375E-07   2.272070E-06   1.064981E-04   4.167649E-07   9.320588E-08   5.103244E-09   4.043972E-05   9.361063E-21   3.883453E-05   1.526167E-08   5.725073E-11   6.292403E-23   1.171018E-10   3.920555E-24   8.246113E-09   9.233454E-07   1.176487E-07   4.157258E-18   3.257265E-09   1.523104E-11
1.400000E+03   1.000000E+08   2.092613E-13   1.422045E-07   8.530968E-01   1.455620E-01   5.444841E-14   4.602712E-04   3.425901E-08   1.384831E-11   7.451613E-04   2.226590E-05   1.074582E-10   8.865422E-08   2.212905E-06   1.104797E-04   4.269386E-07   7.045326E-08   3.437753E-09   2.770191E-05   3.370730E-22   3.199253E-05   3.445957E-09   1.689977E-11   1.738503E-24   3.548461E-11   3.744987E-26   5.821255E-09   7.733071E-07   1.103071E-07   1.321427E-19   3.257381E-09   2.793434E-12
1.300000E+03   1.000000E+08   3.299258E-14   3.234815E-08   8.531590E-01   1.455680E-01   3.686865E-15   4.603193E-04   6.857712E-09   3.093981E-12   6.744716E-04   2.239229E-05   1.713273E-11   7.707884E-08   2.169357E-06   1.130671E-04   4.332832E-07   4.674548E-08   2.078873E-09   1.160349E-05   4.758916E-24   1.896653E-05   6.278469E-10   3.854133E-12   2.598364E-26   8.705594E-12   1.753062E-28   3.908876E-09   6.223893E-07   1.024248E-07   2.526258E-21   3.257514E-09   3.854998E-13
1.200000E+03   1.000000E+08   3.848270E-15   5.771151E-09   8.532155E-01   1.455729E-01   1.606769E-16   4.603409E-04   1.074489E-09   5.650960E-13   6.115853E-04   2.247262E-05   1.994809E-12   6.822919E-08   2.133495E-06   1.145241E-04   4.368300E-07   2.568945E-08   1.064803E-09   2.542785E-06   2.071407E-26   6.104915E-06   7.966921E-11   5.843832E-13   1.698595E-28   1.508098E-12   3.371480E-31   2.463932E-09   4.763715E-07   9.386088E-08   2.391912E-23   3.257609E-09   3.937040E-14
1.100000E+03   1.000000E+08   2.868976E-16   7.561166E-10   8.532380E-01   1.455749E-01   4.011219E-18   4.603481E-04   1.304149E-10   8.922170E-14   5.864461E-04   2.251369E-05   1.571837E-13   6.084409E-08   2.061202E-06   1.152266E-04   4.385586E-07   1.075483E-08   4.253963E-10   3.013319E-07   2.675170E-29   9.796577E-07   6.076709E-12   5.081336E-14   4.019872E-31   1.613178E-13   2.095172E-34   1.431604E-09   3.420796E-07   8.445666E-08   9.484706E-26   3.257644E-09   2.818912E-15
1.000000E+03   1.000000E+08   9.499842E-18   6.635895E-11   8.532423E-01   1.455754E-01   4.876245E-20   4.603497E-04   1.096425E-11   1.083568E-14   5.817216E-04   2.252984E-05   7.523278E-15   4.812286E-08   1.733984E-06   1.155117E-04   4.039482E-07   3.343131E-09   1.298548E-10   2.061255E-08   1.132678E-32   8.918361E-08   2.579469E-13   2.375197E-15   3.486262E-34   1.009656E-14   3.007353E-38   7.470974E-10   2.263789E-07   7.405199E-08   1.621213E-28   3.257653E-09   1.226946E-16
9.000000E+02   1.000000E+08   7.599082E-20   3.416526E-12   8.532457E-01   1.455757E-01   2.285884E-22   4.603507E-04   5.449975E-13   8.600223E-16   5.795300E-04   2.253251E-05   1.868735E-16   1.925114E-08   5.085478E-07   1.156060E-04   5.563795E-08   7.594373E-10   2.939427E-11   7.453133E-10   0.000000E+00   4.514986E-09   5.255894E-15   5.316931E-17   0.000000E+00   3.302287E-16   6.144554E-43   3.371287E-10   1.347155E-07   6.252654E-08   0.000000E+00   3.257660E-09   2.687203E-18
8.000000E+02   1.000000E+08   9.261804E-23   8.459052E-14   8.532466E-01   1.455758E-01   2.917942E-25   4.603511E-04   1.320530E-14   3.814148E-17   5.790056E-04   2.252698E-05   1.902059E-18   1.921732E-09   3.775889E-08   1.156301E-04   2.183282E-09   1.161476E-10   4.475024E-12   1.126550E-11   0.000000E+00   1.043704E-10   3.896772E-17   4.450353E-19   0.000000E+00   4.471473E-18   8.657518E-49   1.241601E-10   6.958082E-08   4.988950E-08   0.000000E+00   3.257663E-09   2.291033E-20
7.000000E+02   1.000000E+08   1.342907E-26   7.372575E-16   8.532467E-01   1.455758E-01   5.889110E-29   4.603511E-04   1.154767E-16   7.416314E-19   5.790460E-04   2.251172E-05   5.480587E-21   5.269165E-11   1.069052E-09   1.156344E-04   3.067461E-11   1.018136E-11   3.888367E-13   4.891539E-14   0.000000E+00   7.887502E-13   6.806076E-20   9.193568E-22   0.000000E+00   1.726068E-20   2.699019E-56   3.403652E-11   2.953385E-08   3.644941E-08   0.000000E+00   3.257663E-09   5.077048E-23
6.000000E+02   1.000000E+08   1.096390E-31   1.345615E-18   8.532467E-01   1.455758E-01   7.633613E-34   4.603510E-04   2.221778E-19   4.258967E-21   5.790683E-04   2.247151E-05   2.422994E-24   3.705764E-13   8.844845E-12   1.156348E-04   9.514411E-14   3.838629E-13   1.454442E-14   3.247130E-17   0.000000E+00   1.107543E-15   1.350242E-23   2.302725E-25   0.000000E+00   1.011051E-23   2.809589E-66   5.944553E-12   9.406233E-09   2.307490E-08   0.000000E+00   3.257663E-09   1.495299E-26
5.000000E+02   1.000000E+08   9.310653E-39   2.021625E-22   8.532471E-01   1.455757E-01   1.267571E-40   4.603509E-04   3.891925E-23   3.588269E-24   5.788015E-04   2.233385E-05   5.500392E-29   3.413760E-16   1.044760E-14   1.156348E-04   2.561996E-17   3.723451E-15   1.402202E-16   1.053231E-21   0.000000E+00   1.039443E-19   8.142237E-29   1.943287E-30   0.000000E+00   2.870636E-28   3.267027E-80   4.980273E-13   1.905847E-09   1.141697E-08   0.000000E+00   3.257663E-09   1.754382E-31

4.641589E+07

5.000000E+03   4.641589E+07   4.386048E-06   2.379105E-01   6.333157E-01   1.281232E-01   3.939401E-07   1.395607E-06   3.679824E-04   1.670840E-08   2.629872E-04   4.141714E-06   3.843808E-06   1.304420E-08   8.410942E-07   4.680048E-06   2.852587E-09   2.608892E-09   5.008746E-11   4.294807E-05   4.349940E-07   3.292581E-05   1.571170E-06   1.082376E-07   1.560323E-08   1.352615E-08   3.634623E-06   4.017260E-07   1.154809E-06   3.235625E-07   1.123897E-06   2.866773E-09   1.047403E-04
4.900000E+03   4.641589E+07   3.810823E-06   2.157017E-01   6.538894E-01   1.297368E-01   4.113565E-07   1.652026E-06   3.754195E-04   1.739587E-08   2.761295E-04   4.623767E-06   3.991949E-06   1.454763E-08   9.292688E-07   5.146782E-06   3.366274E-09   3.004055E-09   5.680661E-11   4.359904E-05   3.310796E-07   3.336689E-05   1.701619E-06   1.119840E-07   1.277788E-08   1.390854E-08   2.713941E-06   3.981792E-07   1.335576E-06   3.241408E-07   9.950817E-07   2.902922E-09   9.425526E-05
4.800000E+03   4.641589E+07   3.290343E-06   1.944217E-01   6.736028E-01   1.312830E-01   4.288788E-07   1.954092E-06   3.821697E-04   1.803784E-08   2.885909E-04   5.145671E-06   4.126934E-06   1.624788E-08   1.023028E-06   5.625699E-06   3.962296E-09   3.450068E-09   6.425248E-11   4.420517E-05   2.491658E-07   3.378716E-05   1.828677E-06   1.152070E-07   1.032344E-08   1.425120E-08   2.004183E-06   3.930790E-07   1.517304E-06   3.241164E-07   8.685176E-07   2.937558E-09   8.399478E-05
4.700000E+03   4.641589E+07   2.822172E-06   1.741674E-01   6.923665E-01   1.327548E-01   4.466123E-07   2.310899E-06   3.882648E-04   1.863313E-08   3.002613E-04   5.707866E-06   4.249201E-06   1.817210E-08   1.121664E-06   6.114997E-06   4.652427E-09   3.954514E-09   7.251787E-11   4.476799E-05   1.853260E-07   3.418990E-05   1.950099E-06   1.179020E-07   8.227895E-09   1.455581E-08   1.462691E-06   3.865417E-07   1.692338E-06   3.235317E-07   7.470400E-07   2.970525E-09   7.410661E-05
4.600000E+03   4.641589E+07   2.404258E-06   1.550207E-01   7.101043E-01   1.341461E-01   4.646337E-07   2.733705E-06   3.937309E-04   1.918162E-08   3.110535E-04   6.310201E-06   4.359174E-06   2.035514E-08   1.224341E-06   6.613263E-06   5.450030E-09   4.526832E-09   8.171960E-11   4.528892E-05   1.361155E-07   3.457791E-05   2.064104E-06   1.200752E-07   6.466705E-09   1.482455E-08   1.054078E-06   3.786844E-07   1.853849E-06   3.224258E-07   6.329548E-07   3.001689E-09   6.471767E-05
4.500000E+03   4.641589E+07   2.034434E-06   1.370484E-01   7.267543E-01   1.354521E-01   4.829889E-07   3.236545E-06   3.985891E-04   1.968425E-08   3.209065E-04   6.951811E-06   4.457212E-06   2.284106E-08   1.330077E-06   7.119558E-06   6.370274E-09   5.178726E-09   9.200420E-11   4.576925E-05   9.860711E-08   3.495361E-05   2.169394E-06   1.217379E-07   5.008429E-09   1.505981E-08   7.493275E-07   3.696220E-07   1.996744E-06   3.208340E-07   5.280043E-07   3.030941E-09   5.593062E-05
