T   P   el   H   H2   He   C2H2   CH4   CO   CO2   H2O   H2S   HCN   K   Na   NH3   PH3   TiO   VO   Fe   Fe+   Mg   Ca   Ti   Ti+   V   C   Cr   Ni   Mn   Ca+   Li   OH
3.400000E+03   1.000000E+03   8.663927E-06   8.829821E-01   3.554521E-02   8.120611E-02   9.991008E-16   1.867100E-16   2.567386E-04   1.049037E-09   1.154174E-06   3.911719E-10   1.402777E-10   1.082996E-10   2.597064E-08   2.003200E-12   1.446813E-16   9.253280E-10   1.098771E-11   2.702016E-05   4.819752E-07   3.151839E-05   1.927803E-07   4.294417E-08   3.705930E-08   6.240713E-09   3.806473E-08   3.089178E-07   4.774302E-07   2.845329E-07   1.754187E-06   1.817059E-09   1.700044E-05
3.300000E+03   1.000000E+03   6.959248E-06   8.614850E-01   5.547375E-02   8.276965E-02   6.294946E-16   3.569436E-16   2.617196E-04   1.773776E-09   2.933545E-06   8.613594E-10   1.127373E-10   1.492642E-10   3.867295E-08   4.251736E-12   3.918082E-16   2.285267E-09   2.493345E-11   2.778129E-05   2.503074E-07   3.285393E-05   3.035597E-07   5.364997E-08   2.619145E-08   7.395370E-09   1.261038E-08   3.562318E-07   7.352830E-07   2.977330E-07   1.680854E-06   1.852046E-09   2.557675E-05
3.200000E+03   1.000000E+03   5.633983E-06   8.279091E-01   8.659674E-02   8.521145E-02   3.990063E-16   6.941972E-16   2.694528E-04   3.061794E-09   7.524454E-06   1.951046E-09   9.035737E-11   2.158975E-10   6.045647E-08   9.024442E-12   1.091262E-15   5.386751E-09   5.554896E-11   2.873537E-05   1.230286E-07   3.424863E-05   4.856228E-07   6.212036E-08   1.624858E-08   8.423569E-09   4.012286E-09   3.985482E-07   1.051061E-06   3.111171E-07   1.557245E-06   1.906682E-09   3.817504E-05
3.100000E+03   1.000000E+03   4.587816E-06   7.773832E-01   1.334264E-01   8.888567E-02   2.610909E-16   1.365721E-15   2.810737E-04   5.327023E-09   1.891107E-05   4.503350E-09   7.350045E-11   3.289839E-10   9.928421E-08   1.887398E-11   3.075221E-15   1.177973E-08   1.206110E-10   3.004525E-05   5.729568E-08   3.595632E-05   7.712216E-07   6.552258E-08   8.670450E-09   9.297728E-09   1.249920E-09   4.372297E-07   1.369843E-06   3.270463E-07   1.359566E-06   1.988896E-09   5.494573E-05
3.000000E+03   1.000000E+03   3.752524E-06   7.060545E-01   1.995280E-01   9.407227E-02   1.899542E-16   2.754727E-15   2.974728E-04   8.955042E-09   4.382793E-05   1.043713E-08   6.314768E-11   5.296731E-10   1.706891E-07   3.805551E-11   8.567979E-15   2.279056E-08   2.468510E-10   3.183388E-05   2.520611E-08   3.817076E-05   1.176784E-06   6.262606E-08   3.939956E-09   1.003927E-08   3.979483E-10   4.754996E-07   1.647434E-06   3.473597E-07   1.078070E-06   2.104970E-09   7.208558E-05
2.900000E+03   1.000000E+03   3.070399E-06   6.140048E-01   2.848214E-01   1.007648E-01   1.688675E-16   5.835599E-15   3.186320E-04   1.369959E-08   8.695588E-05   2.384853E-08   6.007718E-11   8.980181E-10   3.024765E-07   7.221361E-11   2.303298E-14   3.752955E-08   4.531138E-10   3.411576E-05   1.042642E-08   4.093972E-05   1.666123E-06   5.566666E-08   1.561612E-09   1.067792E-08   1.360753E-10   5.156768E-07   1.879094E-06   3.725553E-07   7.487893E-07   2.254777E-09   8.056123E-05
2.800000E+03   1.000000E+03   2.493526E-06   5.072723E-01   3.837155E-01   1.085239E-01   1.894670E-16   1.299809E-14   3.431639E-04   1.842827E-08   1.419732E-04   5.282003E-08   6.416214E-11   1.585599E-09   5.351908E-07   1.265661E-10   5.869974E-14   5.322171E-08   7.287481E-10   3.675096E-05   4.039532E-09   4.411351E-05   2.151003E-06   4.833463E-08   5.689421E-10   1.123843E-08   5.072080E-11   5.574907E-07   2.079379E-06   4.013168E-07   4.494763E-07   2.428475E-09   7.402652E-05
2.700000E+03   1.000000E+03   1.974359E-06   3.965424E-01   4.863179E-01   1.165731E-01   2.505286E-16   2.934242E-14   3.686139E-04   2.217458E-08   1.949327E-04   1.122039E-07   7.405880E-11   2.850538E-09   8.996105E-07   2.033324E-10   1.407551E-13   6.821345E-08   1.053649E-09   3.948059E-05   1.473441E-09   4.739180E-05   2.554237E-06   4.200909E-08   1.980308E-10   1.170685E-08   1.980012E-11   5.983050E-07   2.257023E-06   4.309452E-07   2.387581E-07   2.608654E-09   5.710111E-05
2.600000E+03   1.000000E+03   1.484702E-06   2.930738E-01   5.821992E-01   1.240943E-01   3.516981E-16   6.427833E-14   3.923953E-04   2.489856E-08   2.371588E-04   2.280745E-07   8.741174E-11   5.067886E-09   1.368162E-06   3.006292E-10   3.182168E-13   8.240629E-08   1.433068E-09   4.202950E-05   5.114374E-10   5.045008E-05   2.855758E-06   3.614029E-08   6.632099E-11   1.200976E-08   7.606555E-12   6.347511E-07   2.411375E-06   4.585164E-07   1.171145E-07   2.776991E-09   3.874817E-05
2.500000E+03   1.000000E+03   1.044461E-06   2.049689E-01   6.638486E-01   1.304987E-01   4.878055E-16   1.338803E-13   4.126459E-04   2.700866E-08   2.676054E-04   4.452125E-07   1.016028E-10   8.777454E-09   1.851674E-06   4.139877E-10   6.850852E-13   9.589061E-08   1.896674E-09   4.419926E-05   1.684651E-10   5.305311E-05   3.071625E-06   3.014099E-08   2.096882E-11   1.205189E-08   2.737722E-12   6.642653E-07   2.538647E-06   4.819139E-07   5.435894E-08   2.920316E-09   2.401248E-05
2.400000E+03   1.000000E+03   6.907193E-07   1.357895E-01   7.279620E-01   1.355276E-01   6.491243E-16   2.660217E-13   4.285465E-04   2.887513E-08   2.884035E-04   8.389439E-07   1.145581E-10   1.489982E-08   2.264116E-06   5.392615E-10   1.424569E-12   1.083866E-07   2.484967E-09   4.590266E-05   5.152335E-11   5.509744E-05   3.222320E-06   2.400194E-08   6.043561E-12   1.175509E-08   8.958545E-13   6.857154E-07   2.637060E-06   5.002142E-07   2.375916E-08   3.032845E-09   1.385884E-05
2.300000E+03   1.000000E+03   4.373940E-07   8.522739E-02   7.748225E-01   1.392032E-01   8.261316E-16   5.126383E-13   4.401679E-04   3.074300E-08   3.020867E-04   1.529610E-06   1.251409E-10   2.518589E-08   2.566418E-06   6.750639E-10   2.900427E-12   1.193793E-07   3.241767E-09   4.714753E-05   1.413601E-11   5.659276E-05   3.324075E-06   1.809637E-08   1.522032E-12   1.106974E-08   2.616480E-13   6.992287E-07   2.708304E-06   5.135165E-07   9.544483E-09   3.115089E-09   7.502013E-06
2.200000E+03   1.000000E+03   2.712609E-07   5.061437E-02   8.069014E-01   1.417194E-01   1.014096E-15   9.785129E-13   4.481229E-04   3.278246E-08   3.108125E-04   2.686905E-06   1.330842E-10   4.271634E-08   2.760735E-06   8.239953E-10   5.831504E-12   1.283789E-07   4.205637E-09   4.799961E-05   3.349428E-12   5.761791E-05   3.389717E-06   1.286092E-08   3.210733E-13   9.977388E-09   6.724300E-14   7.056607E-07   2.756599E-06   5.225425E-07   3.416845E-09   3.171391E-09   3.807919E-06
2.100000E+03   1.000000E+03   1.657467E-07   2.835561E-02   8.275296E-01   1.433375E-01   1.215171E-15   1.890352E-12   4.532375E-04   3.513729E-08   3.162557E-04   4.488149E-06   1.386911E-10   7.061329E-08   2.870011E-06   9.930649E-10   1.156915E-11   1.350896E-07   5.389682E-09   4.854740E-05   6.718566E-13   5.827890E-05   3.429626E-06   8.591142E-09   5.548421E-14   8.503721E-09   1.498844E-14   7.060578E-07   2.787149E-06   5.282556E-07   1.075235E-09   3.207601E-09   1.804026E-06
2.000000E+03   1.000000E+03   9.639115E-08   1.491090E-02   8.399880E-01   1.443149E-01   1.438861E-15   3.772820E-12   4.563253E-04   3.795224E-08   3.196167E-04   6.984317E-06   1.425380E-10   1.060222E-07   2.923996E-06   1.194137E-09   2.237693E-11   1.394408E-07   6.743834E-09   4.887799E-05   1.158323E-13   5.868008E-05   3.451899E-06   5.378226E-09   7.961853E-15   6.744464E-09   2.848566E-15   7.012669E-07   2.804946E-06   5.316003E-07   3.039220E-10   3.229477E-09   7.914126E-07
1.900000E+03   1.000000E+03   5.090104E-08   7.306864E-03   8.470326E-01   1.448676E-01   1.702978E-15   7.933524E-12   4.580696E-04   4.138639E-08   3.216150E-04   9.919398E-06   1.452882E-10   1.385804E-07   2.948529E-06   1.445194E-09   4.143699E-11   1.414971E-07   8.109761E-09   4.906456E-05   1.738876E-14   5.890914E-05   3.462277E-06   3.141596E-09   9.593610E-16   4.882920E-09   4.518957E-16   6.916955E-07   2.814122E-06   5.333670E-07   7.873497E-11   3.241854E-09   3.179545E-07
1.800000E+03   1.000000E+03   2.392320E-08   3.304244E-03   8.507397E-01   1.451584E-01   2.036442E-15   1.792149E-11   4.589850E-04   4.562793E-08   3.225293E-04   1.273527E-05   1.475956E-10   1.609790E-07   2.959179E-06   1.773249E-09   7.263591E-11   1.412917E-07   9.209092E-09   4.916232E-05   2.223084E-15   5.903215E-05   3.464200E-06   1.699881E-09   9.461131E-17   3.160269E-09   5.825740E-17   6.771706E-07   2.817754E-06   5.341474E-07   1.843958E-11   3.248375E-09   1.153131E-07
1.700000E+03   1.000000E+03   9.974847E-09   1.361326E-03   8.525388E-01   1.452996E-01   2.480555E-15   4.432970E-11   4.594259E-04   5.097092E-08   3.226101E-04   1.489540E-05   1.499116E-10   1.733455E-07   2.963397E-06   2.220112E-09   1.210582E-10   1.386031E-07   9.710696E-09   4.920931E-05   2.314000E-16   5.909453E-05   3.458712E-06   8.405696E-10   7.241861E-18   1.786951E-09   5.893840E-18   6.568353E-07   2.817897E-06   5.343447E-07   3.770292E-12   3.251544E-09   3.710333E-08
1.600000E+03   1.000000E+03   3.672147E-09   5.025948E-04   8.533338E-01   1.453619E-01   3.088486E-15   1.223502E-10   4.596159E-04   5.796065E-08   3.225683E-04   1.620260E-05   1.522852E-10   1.789496E-07   2.964306E-06   2.853507E-09   1.950104E-10   1.326619E-07   9.350384E-09   4.922960E-05   1.857374E-17   5.912485E-05   3.443447E-06   3.709160E-10   4.007977E-19   8.581419E-10   4.471000E-19   6.290456E-07   2.815709E-06   5.342077E-07   6.451724E-13   3.252946E-09   1.037358E-08
1.500000E+03   1.000000E+03   1.176944E-09   1.627754E-04   8.536481E-01   1.453866E-01   3.949138E-15   3.854747E-10   4.596839E-04   6.740128E-08   3.227706E-04   1.677703E-05   1.547757E-10   1.805385E-07   2.962368E-06   3.788963E-09   3.100285E-10   1.218821E-07   8.046668E-09   4.923708E-05   1.081312E-18   5.913949E-05   3.409102E-06   1.406626E-10   1.466749E-20   3.375512E-10   2.402000E-20   5.912830E-07   2.811589E-06   5.338716E-07   8.810221E-14   3.253502E-09   2.451473E-09
1.400000E+03   1.000000E+03   3.195577E-10   4.498765E-05   8.537570E-01   1.453951E-01   5.226146E-15   1.427553E-09   4.596965E-04   8.050734E-08   3.230938E-04   1.684741E-05   1.575772E-10   1.788791E-07   2.954930E-06   5.235017E-09   4.964425E-10   1.039746E-07   6.004586E-09   4.923895E-05   4.253733E-20   5.914668E-05   3.326548E-06   4.319154E-11   3.154572E-22   1.038070E-10   8.495534E-22   5.402181E-07   2.805254E-06   5.333930E-07   9.056794E-15   3.253695E-09   4.722015E-10
1.300000E+03   1.000000E+03   7.057911E-11   1.023344E-05   8.537892E-01   1.453976E-01   7.222248E-15   6.449463E-09   4.596800E-04   9.935712E-08   3.233623E-04   1.660510E-05   1.608532E-10   1.734152E-07   2.938761E-06   7.592571E-09   8.155468E-10   7.764221E-08   3.744587E-09   4.923824E-05   1.037336E-21   5.914943E-05   3.098060E-06   9.823987E-12   3.402190E-24   2.363258E-11   1.797239E-23   4.723195E-07   2.795677E-06   5.327748E-07   6.403410E-16   3.253753E-09   7.070902E-11
1.200000E+03   1.000000E+03   1.219784E-11   1.825672E-06   8.537976E-01   1.453982E-01   1.054788E-14   3.733408E-08   4.596219E-04   1.276548E-07   3.231987E-04   1.615795E-05   1.648289E-10   1.687017E-07   2.928222E-06   1.169076E-08   1.398404E-09   4.677820E-08   1.889763E-09   4.923407E-05   1.388808E-23   5.914639E-05   2.421691E-06   1.483513E-12   1.493152E-26   3.768763E-12   2.002035E-25   3.857573E-07   2.780766E-06   5.319782E-07   2.517640E-17   3.253769E-09   7.723669E-12
1.100000E+03   1.000000E+03   1.507157E-12   2.391907E-07   8.538017E-01   1.453986E-01   1.663748E-14   2.967547E-07   4.593184E-04   1.718926E-07   3.210072E-04   1.552669E-05   1.703122E-10   1.632430E-07   2.918725E-06   1.940401E-08   2.000310E-09   2.117894E-08   7.583502E-10   4.920374E-05   8.874569E-26   5.912408E-05   8.466528E-07   1.341317E-13   2.155800E-29   3.974661E-13   9.877578E-28   2.841620E-07   2.756081E-06   5.309191E-07   2.684748E-19   3.253779E-09   5.636643E-13
1.000000E+03   1.000000E+03   1.073535E-13   2.099201E-08   8.538017E-01   1.453998E-01   2.778093E-14   3.477930E-06   4.560673E-04   2.484524E-07   3.208759E-04   1.475523E-05   1.740843E-10   1.385569E-07   2.859696E-06   3.544460E-08   3.278455E-10   6.842842E-09   2.335897E-10   4.876364E-05   2.371847E-28   5.894789E-05   5.866563E-08   6.445363E-15   8.373815E-33   2.494186E-14   1.665580E-30   1.803131E-07   2.712029E-06   5.294418E-07   3.263692E-22   3.253799E-09   2.462496E-14
9.000000E+02   1.000000E+03   2.801252E-15   1.080752E-09   8.537532E-01   1.454167E-01   3.377613E-14   5.600537E-05   4.034542E-04   3.878249E-07   3.532325E-04   1.423013E-05   1.439752E-10   8.565244E-08   2.674111E-06   7.333405E-08   2.153645E-11   1.433383E-09   4.813924E-11   3.837111E-05   0.000000E+00   5.587361E-05   1.215170E-09   1.375472E-16   0.000000E+00   7.703129E-16   6.013660E-34   9.346096E-08   2.626773E-06   5.272901E-07   0.000000E+00   3.254096E-09   5.559810E-16
8.000000E+02   1.000000E+03   1.628218E-17   2.675485E-11   8.535160E-01   1.455216E-01   1.892794E-15   3.709228E-04   8.904126E-05   2.153348E-07   4.849461E-04   1.450362E-05   2.377719E-11   5.812224E-08   2.549314E-06   1.795457E-07   5.075586E-13   1.603236E-10   5.342370E-12   1.563060E-06   0.000000E+00   1.191093E-05   5.582183E-12   7.077022E-19   0.000000E+00   6.408904E-18   6.729728E-39   3.732697E-08   2.442773E-06   5.240910E-07   0.000000E+00   3.256217E-09   6.050900E-18
7.000000E+02   1.000000E+03   1.771556E-20   2.331740E-13   8.534387E-01   1.455502E-01   5.856437E-19   4.592013E-04   1.062467E-06   6.295967E-09   5.343971E-04   1.334913E-05   2.626951E-13   5.970639E-08   2.508339E-06   5.559579E-07   6.156241E-15   1.260753E-11   4.213437E-13   5.631407E-09   0.000000E+00   9.066848E-08   7.836376E-15   1.164484E-21   0.000000E+00   1.987722E-20   2.689876E-46   1.061062E-08   2.031747E-06   5.178493E-07   0.000000E+00   3.256861E-09   1.496054E-20
6.000000E+02   1.000000E+03   1.192160E-24   4.255807E-16   8.534390E-01   1.455511E-01   7.626653E-24   4.602708E-04   2.052628E-09   3.637021E-11   5.353770E-04   1.104440E-05   5.063324E-16   2.476766E-08   7.786464E-07   2.418202E-06   1.904337E-17   4.693653E-13   1.573224E-14   3.729347E-12   0.000000E+00   1.272016E-10   1.550760E-18   2.885967E-25   0.000000E+00   1.161406E-23   2.807896E-56   1.874615E-09   1.238247E-06   5.047061E-07   0.000000E+00   3.256885E-09   4.411737E-24
5.000000E+02   1.000000E+03   1.319013E-31   6.393747E-20   8.534208E-01   1.455535E-01   1.266535E-30   4.602805E-04   3.629866E-13   3.122755E-14   5.401876E-04   8.237684E-06   8.084948E-20   3.632655E-11   1.118935E-09   1.700830E-05   5.055782E-21   4.487286E-15   1.502510E-16   1.189677E-16   0.000000E+00   1.174103E-14   9.197063E-24   2.386290E-30   0.000000E+00   3.243058E-28   3.265252E-70   1.574108E-10   3.668077E-07   4.714134E-07   0.000000E+00   3.256961E-09   5.219448E-29

4.641589E+02

5.000000E+03   4.641589E+02   1.205639E-04   9.213429E-01   9.493208E-05   7.843684E-02   1.411506E-17   1.532342E-22   4.792227E-06   5.792994E-14   1.049507E-11   1.367429E-14   4.962906E-13   2.437960E-12   2.350191E-10   1.851677E-18   1.942337E-22   1.221426E-15   2.865021E-17   6.464193E-07   2.590458E-05   3.732115E-07   6.638981E-10   1.371391E-10   7.822040E-08   2.785143E-11   2.198034E-04   1.798292E-09   3.516607E-10   3.411549E-09   1.879003E-06   1.754207E-09   9.375230E-08
4.900000E+03   4.641589E+02   1.096340E-04   9.213244E-01   1.192340E-04   7.843868E-02   3.117526E-17   3.539438E-22   8.102532E-06   1.256272E-13   1.684777E-11   2.029723E-14   9.291971E-13   2.842770E-12   2.859845E-10   3.386759E-18   3.302982E-22   2.256903E-15   5.212920E-17   8.811621E-07   2.567086E-05   5.065950E-07   8.374877E-10   1.785971E-10   7.818198E-08   3.634980E-11   2.170524E-04   2.337492E-09   4.822943E-10   4.596540E-09   1.878902E-06   1.754275E-09   1.166871E-07
4.800000E+03   4.641589E+02   1.018161E-04   9.212923E-01   1.511779E-04   7.844096E-02   6.966686E-17   8.369444E-22   1.377794E-05   2.754332E-13   2.743284E-11   3.047911E-14   1.765859E-12   3.419206E-12   3.594506E-10   6.346951E-18   5.662850E-22   4.356394E-15   9.900680E-17   1.242911E-06   2.531032E-05   7.129993E-07   1.094915E-09   2.413183E-10   7.812282E-08   4.919979E-11   2.117733E-04   3.149494E-09   6.871402E-10   6.419177E-09   1.878730E-06   1.754355E-09   1.458504E-07
4.700000E+03   4.641589E+02   9.552557E-05   9.212437E-01   1.936133E-04   7.844382E-02   1.555867E-16   2.015970E-21   2.333771E-05   6.028493E-13   4.519508E-11   4.638503E-14   3.386784E-12   4.198798E-12   4.619383E-10   1.220501E-17   9.819755E-22   8.671528E-15   1.937296E-16   1.791744E-06   2.476303E-05   1.029073E-06   1.468781E-09   3.349313E-10   7.803377E-08   6.836344E-11   2.025237E-04   4.354106E-09   1.007092E-09   9.190301E-09   1.878466E-06   1.754457E-09   1.825775E-07
4.600000E+03   4.641589E+02   8.961317E-05   9.211736E-01   2.506217E-04   7.844744E-02   3.401263E-16   4.901784E-21   3.877311E-05   1.290994E-12   7.503078E-11   7.168409E-14   6.489932E-12   5.213596E-12   6.012001E-10   2.411709E-17   1.729005E-21   1.755275E-14   3.850452E-16   2.604785E-06   2.395207E-05   1.505809E-06   2.001785E-09   4.727847E-10   7.790203E-08   9.653953E-11   1.874331E-04   6.113781E-09   1.503816E-09   1.333738E-08   1.878079E-06   1.754594E-09   2.279709E-07
4.500000E+03   4.641589E+02   8.340349E-05   9.210745E-01   3.281246E-04   7.845213E-02   7.064769E-16   1.186993E-20   6.188399E-05   2.634993E-12   1.249215E-10   1.127146E-13   1.224300E-11   6.499482E-12   7.868842E-10   4.903242E-17   3.102848E-21   3.569224E-14   7.677026E-16   3.773012E-06   2.278666E-05   2.212680E-06   2.751880E-09   6.738128E-10   7.770931E-08   1.375109E-10   1.648984E-04   8.652704E-09   2.271929E-09   1.943794E-08   1.877529E-06   1.754780E-09   2.826793E-07
4.400000E+03   4.641589E+02   7.660596E-05   9.209371E-01   4.348305E-04   7.845859E-02   1.346030E-15   2.816924E-20   9.286693E-05   4.999774E-12   2.080198E-10   1.806534E-13   2.233082E-11   8.098172E-12   1.031220E-09   1.026574E-16   5.694231E-21   7.235194E-14   1.523188E-15   5.386637E-06   2.117684E-05   3.239810E-06   3.799265E-09   9.651832E-10   7.742913E-08   1.966143E-10   1.350183E-04   1.228138E-08   3.458441E-09   2.823859E-08   1.876751E-06   1.755032E-09   3.474174E-07
4.300000E+03   4.641589E+02   6.917431E-05   9.207500E-01   5.837300E-04   7.846801E-02   2.273498E-15   6.451089E-20   1.290882E-04   8.711391E-12   3.476255E-10   2.956525E-13   3.865891E-11   1.005455E-11   1.349271E-09   2.213158E-16   1.071715E-20   1.461796E-13   3.005385E-15   7.501410E-06   1.906713E-05   4.692664E-06   5.254706E-09   1.385668E-09   7.702351E-08   2.812834E-10   1.007709E-04   1.742213E-08   5.292656E-09   4.061764E-08   1.875654E-06   1.755366E-09   4.250088E-07
4.200000E+03   4.641589E+02   6.120170E-05   9.204964E-01   7.944973E-04   7.848232E-02   3.306820E-15   1.407600E-19   1.655573E-04   1.403859E-11   5.899970E-10   4.949280E-13   6.238960E-11   1.240899E-11   1.758527E-09   4.903300E-16   2.074143E-20   2.969334E-13   5.944882E-15   1.008680E-05   1.648844E-05   6.669795E-06   7.267046E-09   1.989087E-09   7.643970E-08   4.014695E-10   6.737596E-05   2.462142E-08   8.129102E-09   5.741857E-08   1.874116E-06   1.755809E-09   5.237654E-07
4.100000E+03   4.641589E+02   5.289076E-05   9.201484E-01   1.097401E-03   7.850423E-02   4.046060E-15   2.897672E-19   1.970492E-04   2.143198E-11   1.036505E-09   8.489892E-13   9.212693E-11   1.519182E-11   2.278623E-09   1.110430E-15   4.138232E-20   6.161102E-13   1.196859E-14   1.298806E-05   1.359619E-05   9.221109E-06   1.003340E-08   2.848337E-09   7.560669E-08   5.699433E-10   3.990182E-05   3.454759E-08   1.251308E-08   7.913515E-08   1.871987E-06   1.756404E-09   6.610009E-07
4.000000E+03   4.641589E+02   4.455332E-05   9.196576E-01   1.539791E-03   7.853779E-02   4.111436E-15   5.603259E-19   2.202628E-04   3.196833E-11   1.922720E-09   1.495116E-12   1.222308E-10   1.843147E-11   2.933070E-09   2.544799E-15   8.533238E-20   1.328857E-12   2.493354E-14   1.594815E-05   1.064861E-05   1.229936E-05   1.381948E-08   4.061322E-09   7.442981E-08   8.025844E-10   2.091579E-05   4.797831E-08   1.928908E-08   1.055351E-07   1.869087E-06   1.757231E-09   8.656723E-07
3.900000E+03   4.641589E+02   3.657081E-05   9.189427E-01   2.197004E-03   7.858885E-02   3.505829E-15   1.025269E-18   2.348277E-04   4.783596E-11   3.811140E-09   2.708455E-12   1.442031E-10   2.218242E-11   3.754940E-09   5.820904E-15   1.823371E-19   3.011854E-12   5.427168E-14   1.869710E-05   7.917690E-06   1.573798E-05   1.900906E-08   5.762753E-09   7.277958E-08   1.119146E-09   9.828660E-06   6.580334E-08   2.980254E-08   1.354558E-07   1.865174E-06   1.758422E-09   1.180729E-06
3.800000E+03   4.641589E+02   2.930946E-05   9.178701E-01   3.191019E-03   7.866679E-02   2.603425E-15   1.812492E-18   2.427426E-04   7.289755E-11   8.068753E-09   5.057732E-12   1.519557E-10   2.657338E-11   4.798345E-09   1.312792E-14   4.048387E-19   7.173463E-12   1.232453E-13   2.104510E-05   5.596536E-06   1.927830E-05   2.620426E-08   8.144266E-09   7.047226E-08   1.544393E-09   4.225946E-06   8.902961E-08   4.628118E-08   1.669356E-07   1.859878E-06   1.760196E-09   1.668970E-06
3.700000E+03   4.641589E+02   2.303772E-05   9.162203E-01   4.722745E-03   7.878716E-02   1.763396E-15   3.175243E-18   2.467045E-04   1.137512E-10   1.810834E-08   9.757443E-12   1.454890E-10   3.188117E-11   6.159352E-09   2.906928E-14   9.365900E-19   1.784337E-11   2.896532E-13   2.291971E-05   3.762952E-06   2.264057E-05   3.642678E-08   1.148524E-08   6.723938E-08   2.109078E-09   1.692479E-06   1.187525E-07   7.257087E-08   1.976794E-07   1.852560E-06   1.762907E-09   2.427281E-06
3.600000E+03   4.641589E+02   1.788314E-05   9.136287E-01   7.128414E-03   7.897616E-02   1.129926E-15   5.625559E-18   2.488173E-04   1.819390E-10   4.275561E-08   1.949129E-11   1.293182E-10   3.864837E-11   8.014441E-09   6.350746E-14   2.264007E-18   4.605821E-11   6.985229E-13   2.434511E-05   2.401723E-06   2.559971E-05   5.151213E-08   1.618483E-08   6.269452E-08   2.847950E-09   6.382834E-07   1.559558E-07   1.155135E-07   2.256224E-07   1.842017E-06   1.767148E-09   3.611331E-06
3.500000E+03   4.641589E+02   1.383333E-05   9.094792E-01   1.097806E-02   7.927843E-02   7.012261E-16   1.021505E-17   2.503676E-04   2.981099E-10   1.056157E-07   4.040296E-11   1.089107E-10   4.788130E-11   1.069277E-08   1.382253E-13   5.732598E-18   1.225254E-10   1.713514E-12   2.540196E-05   1.447354E-06   2.803225E-05   7.488504E-08   2.274981E-08   5.633714E-08   3.788563E-09   2.279316E-07   2.009166E-07   1.872647E-07   2.493668E-07   1.825898E-06   1.773920E-09   5.471794E-06
3.400000E+03   4.641589E+02   1.076379E-05   9.027220E-01   1.724454E-02   7.977026E-02   4.283653E-16   1.917531E-17   2.521418E-04   4.995709E-10   2.715156E-07   8.706625E-11   8.847931E-11   6.137492E-11   1.480957E-08   3.026546E-13   1.523136E-17   3.317199E-10   4.224486E-12   2.619803E-05   8.179318E-07   2.992879E-05   1.129919E-07   3.159472E-08   4.772206E-08   4.921724E-09   7.731073E-08   2.520497E-07   3.077572E-07   2.684167E-07   1.799585E-06   1.784932E-09   8.404718E-06
3.300000E+03   4.641589E+02   8.476528E-06   8.915760E-01   2.757883E-02   8.058114E-02   2.605559E-16   3.736403E-17   2.547821E-04   8.551074E-10   7.222218E-07   1.952468E-10   7.035805E-11   8.220749E-11   2.149986E-08   6.710543E-13   4.247268E-17   8.943011E-10   1.031165E-11   2.685884E-05   4.318032E-07   3.139019E-05   1.775724E-07   4.244383E-08   3.697277E-08   6.161802E-09   2.493259E-08   3.049612E-07   5.017494E-07   2.833091E-07   1.754441E-06   1.803083E-09   1.303344E-05
3.200000E+03   4.641589E+02   6.753294E-06   8.731045E-01   4.470302E-02   8.192466E-02   1.580369E-16   7.521302E-17   2.590554E-04   1.499658E-09   1.978866E-06   4.552900E-10   5.521428E-11   1.155900E-10   3.284567E-08   1.508480E-12   1.239224E-16   2.341910E-09   2.470348E-11   2.753206E-05   2.135665E-07   3.261794E-05   2.884366E-07   5.354522E-08   2.537508E-08   7.355711E-09   7.626197E-09   3.539776E-07   7.786656E-07   2.956623E-07   1.675766E-06   1.833148E-09   2.036405E-05
3.100000E+03   4.641589E+02   5.422406E-06   8.428014E-01   7.279307E-02   8.412846E-02   9.519351E-17   1.542447E-16   2.660314E-04   2.709532E-09   5.544489E-06   1.099509E-09   4.294297E-11   1.710476E-10   5.285817E-08   3.415846E-12   3.750073E-16   5.836815E-09   5.827701E-11   2.839235E-05   9.949751E-08   3.388753E-05   4.757529E-07   6.171029E-08   1.500628E-08   8.380428E-09   2.213046E-09   3.963621E-07   1.103547E-06   3.079658E-07   1.541230E-06   1.882458E-09   3.184445E-05
3.000000E+03   4.641589E+02   4.382396E-06   7.947403E-01   1.173392E-01   8.762351E-02   5.847007E-17   3.199228E-16   2.770837E-04   4.984686E-09   1.540269E-05   2.723848E-09   3.371473E-11   2.679855E-10   8.984118E-08   7.665872E-12   1.156371E-15   1.341164E-08   1.347779E-10   2.963159E-05   4.368518E-08   3.549792E-05   7.763711E-07   6.354477E-08   7.443535E-09   9.212296E-09   6.218384E-10   4.342381E-07   1.411871E-06   3.230337E-07   1.324289E-06   1.960660E-09   4.836670E-05
2.900000E+03   4.641589E+02   3.562281E-06   7.233638E-01   1.834859E-01   9.281363E-02   4.007681E-17   6.822819E-16   2.934931E-04   8.888450E-09   3.945835E-05   6.808097E-09   2.804644E-11   4.468927E-10   1.609639E-07   1.660805E-11   3.535008E-15   2.676469E-08   2.938477E-10   3.141497E-05   1.801397E-08   3.769749E-05   1.207067E-06   5.791673E-08   3.048417E-09   9.883177E-09   1.781004E-10   4.721443E-07   1.668946E-06   3.432320E-07   1.017832E-06   2.076810E-09   6.679128E-05
