1.83050001e-06 8.465018e-09 0.000000e+00
1.83050734e-06 8.571388e-09 0.000000e+00
1.83051466e-06 8.608936e-09 0.000000e+00
1.83052198e-06 8.587205e-09 0.000000e+00
1.83052930e-06 8.520590e-09 0.000000e+00
1.83053662e-06 8.511756e-09 0.000000e+00
1.83054395e-06 8.473331e-09 0.000000e+00
1.83055127e-06 8.446616e-09 0.000000e+00
1.83055859e-06 8.539092e-09 0.000000e+00
1.83056591e-06 8.511184e-09 0.000000e+00
1.83057324e-06 8.521145e-09 0.000000e+00
1.83058056e-06 8.496647e-09 0.000000e+00
1.83058788e-06 8.467995e-09 0.000000e+00
1.83059520e-06 8.426003e-09 0.000000e+00
1.83060253e-06 8.342869e-09 0.000000e+00
1.83060985e-06 8.255303e-09 0.000000e+00
1.83061717e-06 8.314740e-09 0.000000e+00
1.83062449e-06 8.658154e-09 0.000000e+00
1.83063181e-06 8.851167e-09 0.000000e+00
1.83063914e-06 9.049299e-09 0.000000e+00
1.83064646e-06 9.245806e-09 0.000000e+00
1.83065378e-06 9.031978e-09 0.000000e+00
1.83066110e-06 8.548204e-09 0.000000e+00
1.83066843e-06 8.276686e-09 0.000000e+00
1.83067575e-06 8.131288e-09 0.000000e+00
1.83068307e-06 8.195231e-09 0.000000e+00
1.83069040e-06 8.265957e-09 0.000000e+00
1.83069772e-06 8.374573e-09 0.000000e+00
1.83070504e-06 8.414413e-09 0.000000e+00
1.83071236e-06 8.591811e-09 0.000000e+00
1.83071969e-06 8.453238e-09 0.000000e+00
1.83072701e-06 8.429503e-09 0.000000e+00
1.83073433e-06 8.462115e-09 0.000000e+00
1.83074165e-06 8.495882e-09 0.000000e+00
1.83074898e-06 8.544117e-09 0.000000e+00
1.83075630e-06 8.668803e-09 0.000000e+00
1.83076362e-06 8.723013e-09 0.000000e+00
1.83077095e-06 8.707932e-09 0.000000e+00
1.83077827e-06 8.647048e-09 0.000000e+00
1.83078559e-06 8.637554e-09 0.000000e+00
1.83079292e-06 8.631282e-09 0.000000e+00
1.83080024e-06 8.516878e-09 0.000000e+00
1.83080756e-06 8.538595e-09 0.000000e+00
1.83081489e-06 8.662209e-09 0.000000e+00
1.83082221e-06 8.679961e-09 0.000000e+00
1.83082953e-06 8.626773e-09 0.000000e+00
1.83083686e-06 8.512864e-09 0.000000e+00
1.83084418e-06 8.540420e-09 0.000000e+00
1.83085150e-06 8.641195e-09 0.000000e+00
1.83085883e-06 8.611318e-09 0.000000e+00
1.83086615e-06 8.585828e-09 0.000000e+00
1.83087347e-06 8.447668e-09 0.000000e+00
1.83088080e-06 8.449052e-09 0.000000e+00
1.83088812e-06 8.419036e-09 0.000000e+00
1.83089544e-06 8.434726e-09 0.000000e+00
1.83090277e-06 8.547003e-09 0.000000e+00
1.83091009e-06 8.638746e-09 0.000000e+00
1.83091742e-06 8.592666e-09 0.000000e+00
1.83092474e-06 8.528923e-09 0.000000e+00
1.83093206e-06 8.500126e-09 0.000000e+00
1.83093939e-06 8.356015e-09 0.000000e+00
1.83094671e-06 8.162061e-09 0.000000e+00
1.83095403e-06 8.040704e-09 0.000000e+00
