   -0.449285260324264790E+01   -0.553794123989181397E+01    0.178944271907862844E+04   -0.235261166555317747E+01   -0.635911526254924198E-01    0.152820588063777274E+01    0.524073799801999196E+00    0.128465679190779614E+00   -0.201428300088368673E+01   -0.165342528753881624E+01    0.438001959893096462E+08
   -0.322328845514697182E+01   -0.454955983951904663E+01    0.245359663933983620E+04   -0.458046978692716511E+01   -0.111773584792022929E+01    0.286741212172716864E+00    0.665982943384289872E+00    0.267409602266222957E+00    0.259835788712520355E+01    0.101302392773080996E+01    0.438001982397518232E+08
   -0.627920640644944683E+01   -0.702077819496277833E+01    0.241792420064239150E+04   -0.139332779336230539E+01    0.842059424183859484E+00    0.164632101846635415E+01    0.531871987540130653E+00    0.209154117365674241E+00   -0.221246642600813459E+01   -0.118769340999082473E+01    0.438001989299655110E+08
   -0.265967367846998393E+01   -0.409335477413115711E+01    0.233257010967917995E+04   -0.482757308807937324E+01   -0.139035902775229259E+01   -0.451473972921536237E+00    0.702296425300129368E+00    0.295042353185536066E+00    0.299739759518102389E+01    0.165433068900060931E+01    0.438001992226295918E+08
   -0.196337376088097493E+01   -0.324440749196278944E+01    0.190574234097756244E+04   -0.486637222416082516E+01   -0.158591606788704453E+01    0.163273844299326010E+01    0.543067757944045604E+00    0.322213565820438919E+00    0.727147487950897897E+00    0.707252941534381563E+00    0.438001992786210924E+08
   -0.419023460540865145E+01   -0.517189808120054462E+01    0.233126537420121622E+04   -0.348078549067257859E+01   -0.193805721745606618E+00    0.913142087602928143E+00    0.769139449838509015E+00    0.231032479196694840E+00   -0.254901117422014778E+01   -0.236781004683576413E+01    0.438001993259808272E+08
   -0.167704614954632092E+01   -0.317185829266140917E+01    0.160960559680223423E+04   -0.424760964013997011E+01   -0.185110544340432215E+01   -0.662560897715146258E+00    0.236121053577194262E+00    0.202790244694131039E+00   -0.391655359848051887E+00   -0.635882721489526404E+00    0.438001993913521022E+08
   -0.460319794320167563E+01   -0.594351350324014760E+01    0.295860788295447765E+04   -0.407657305815161575E+01    0.140534793930361168E+00    0.137227024479224813E+01    0.501095583991753912E+00    0.249050126149124362E+00   -0.131943932854028390E+01   -0.997391632435363107E+00    0.438001994021629989E+08
   -0.260881983921280280E+01   -0.356412299646456709E+01    0.191606138828937401E+04   -0.431767086501164599E+01   -0.138772335012518511E+01    0.108202019816717376E+01    0.614321218449084605E+00    0.250706179596115131E+00   -0.333545852819485589E+01   -0.281656655497107167E+01    0.438001995939247385E+08
   -0.415353728467549921E+01   -0.516944231677171473E+01    0.245466361333495706E+04   -0.310214166388093116E+01   -0.634830158543395306E+00    0.477119915013988649E+00    0.534911385497048197E+00    0.256335525297803124E+00    0.481941529532572943E+01    0.244243367751091967E+01    0.438001996520795226E+08
   -0.356434855794249561E+01   -0.503417348978416435E+01    0.226226802420871536E+04   -0.400151862074129205E+01   -0.392351289335657327E+00    0.181214022571322309E+01    0.898790469159972627E+00    0.247568990658508625E+00   -0.209468827444737826E+00   -0.449608702080009692E+00    0.438001996836762279E+08
   -0.555144798753414914E+01   -0.628448560335466944E+01    0.334457840981240406E+04   -0.334573547941058891E+01    0.365995133054312305E+00    0.143915586699590259E+01    0.698090732506331690E+00    0.264863957578755360E+00   -0.152905450761553396E+01   -0.710148526361852106E+00    0.438001997211598456E+08
   -0.237641736826248717E+01   -0.357147229835588931E+01    0.219573508675523681E+04   -0.494111838457148878E+01   -0.158016401613382129E+01    0.191212038211635926E+01    0.880466239321925359E+00    0.353837629988499713E+00   -0.692243941073062530E+00   -0.784358667965403100E+00    0.438001997898178548E+08
   -0.429865427881197792E+01   -0.553326704012575910E+01    0.266614828760400815E+04   -0.397646574716749690E+01   -0.294310569567612035E+00    0.942139185012539127E+00    0.464944740295804348E+00    0.262803581714367629E+00    0.298305675682784965E+01    0.225553762598292451E+01    0.438001998401444927E+08
   -0.339504505845512305E+01   -0.420368845076179110E+01    0.247160335373123144E+04   -0.454953737778900003E+01   -0.106605523334857288E+01    0.135783539182361013E+01    0.325976775229696203E+00    0.213976502670398416E+00    0.360329524971561099E+01    0.212427176112133864E+01    0.438001998756321892E+08
   -0.413774588992171299E+01   -0.557243203908206031E+01    0.276555790105246979E+04   -0.468507591924453326E+01   -0.111112608262728507E+00    0.139855102672320131E+01    0.426797884944238815E+00    0.305857329290142421E+00   -0.199064341732762529E+01   -0.766990775342545561E+00    0.438002000432187021E+08
   -0.357333360066200001E+01   -0.445844509096655539E+01    0.238980589870083077E+04   -0.388105400080032314E+01   -0.108605348721869355E+01   -0.996591737031837788E-01    0.474385586797164027E+00    0.181969070770138464E+00   -0.341094520882442609E+01   -0.217605228542154805E+01    0.438002001513208598E+08
   -0.417670175572359081E+01   -0.495994044594213968E+01    0.283306094655648440E+04   -0.424404466837706629E+01   -0.700301614173138631E+00    0.128883638583270121E+01    0.541359438704134943E+00    0.267327474204971383E+00   -0.492785078798290854E+01   -0.276767241349015336E+01    0.438002002648293152E+08
   -0.286030708094564456E+01   -0.415179827929145340E+01    0.239948924658388569E+04   -0.492889052746532119E+01   -0.100260465475127525E+01    0.420349599205230628E+00    0.907739772248990495E+00    0.287079151781718500E+00    0.746255913019066242E+00   -0.536472341260861185E+00    0.438002002817269489E+08
   -0.310661057924117401E+01   -0.404912083231763820E+01    0.192391882285687711E+04   -0.392134403915492769E+01   -0.974443020503882096E+00    0.849813106541715158E+00    0.821246486609054638E+00    0.211007922135673043E+00   -0.505353882298481594E+01   -0.307298487820915867E+01    0.438002002875064611E+08
   -0.351452897873564929E+01   -0.496440684464930904E+01    0.213609048610143600E+04   -0.310531873168522399E+01   -0.600964912710749033E+00    0.926721833989907040E+00    0.818830059523926068E+00    0.291215888589764049E+00    0.470801195124168714E+01    0.247456329096244332E+01    0.438002003084330559E+08
   -0.508278903982104069E+01   -0.581666689008036286E+01    0.300885402169226472E+04   -0.408571214447344033E+01    0.193146787284261379E+00    0.188293133996334916E+01    0.831506242628072267E+00    0.250813375565987484E+00   -0.614189850996694986E+00   -0.714904880288528943E+00    0.438002003426760510E+08
