   -0.368385501516286329E+01   -0.460973923951600817E+01    0.176032271860610012E+04   -0.342176318547210290E+01    0.725734370443098520E+00   -0.109558167996085221E+01    0.699612025931882431E+00    0.569516315244740112E+00   -0.172812066380775455E+02   -0.109030944342486116E+02    0.468522107223315462E+08
   -0.328946676400322247E+01   -0.432698040703022180E+01    0.186474427688835726E+04   -0.337421904954327534E+01    0.113022624526783044E+01   -0.181885691072426270E+01    0.632420106598803877E+00    0.519259543559557279E+00   -0.913368427033278962E+01   -0.626090885454671664E+01    0.468522156983237714E+08
   -0.684388495464412117E+01   -0.710125037933843650E+01    0.312260694395308747E+04   -0.288715328164567264E+01    0.180012063804027189E+01    0.618169089785435055E+00    0.898276295285377779E+00    0.285709128650475652E+00   -0.449264288568909720E+01   -0.372664197470199809E+01    0.468522162156075910E+08
   -0.429370865204936791E+01   -0.431528684315118660E+01    0.195932970632497518E+04   -0.384380639712661498E+01   -0.747680809002377877E+00    0.766954320999245986E+00    0.661284622117903842E+00    0.386311218170561688E+00   -0.107983389201959294E+02   -0.752858831435288423E+01    0.468522162340501919E+08
   -0.346532875280921626E+01   -0.437276087937772662E+01    0.209028633151849590E+04   -0.460129954837174360E+01   -0.102268096467956671E+01    0.169574886034264516E+01    0.554369371144068812E+00    0.450244202488998158E+00   -0.141449222036806788E+01   -0.288006834543756440E+01    0.468522167857930809E+08
   -0.321729195276130753E+01   -0.446974099321899843E+01    0.207241700078570329E+04   -0.414002233887510851E+01   -0.773996138493706631E+00    0.377957900535204061E+00    0.737960163941326464E+00    0.468781841695638857E+00    0.371989687922716783E+01   -0.281811634964689972E+00    0.468522175041046441E+08
   -0.361733421577387126E+01   -0.445888958296835280E+01    0.262109983319730782E+04   -0.424798642094044343E+01   -0.129220473312108641E+01    0.175134282047552459E+01    0.423880136381846684E+00    0.312078486871790073E+00   -0.560801900449976998E+01   -0.675812295380793771E+01    0.468522175531777143E+08
   -0.350737898651068392E+01   -0.411319281682520099E+01    0.153121089372339588E+04   -0.365702274749029810E+01   -0.500799045342570359E+00    0.753825409162248938E+00    0.352670599368055115E+00    0.355963644884136565E+00   -0.718758379702322969E+01   -0.552169408294640007E+01    0.468522179108951390E+08
   -0.354800219772742942E+01   -0.440189273822451099E+01    0.194437579932897142E+04   -0.432210072167693493E+01   -0.101599428706338113E+01    0.176377381537885602E+01    0.313150847586983971E+00    0.403148980737984997E+00    0.101220739875973464E+02    0.245703469084065418E+01    0.468522182315490246E+08
   -0.645419288032382532E+01   -0.688471003188604058E+01    0.284339080392892765E+04   -0.177650094626897959E+01    0.976852252196504622E+00    0.153979319226616429E+01    0.872053869564110018E+00    0.348496722290625172E+00   -0.160275078315804009E+02   -0.109824620701036242E+02    0.468522182857826650E+08
   -0.406286259788427273E+01   -0.491773475036168062E+01    0.278713023995722097E+04   -0.457514850440380005E+01   -0.672095034025604221E+00   -0.182531686462184650E+00    0.731487867176542128E+00    0.411553364876484362E+00   -0.595238105093190129E+01   -0.504156550353125255E+01    0.468522185673734397E+08
   -0.328197676781824565E+01   -0.428244271522978259E+01    0.199389807951507191E+04   -0.445177143524082908E+01   -0.867081485920319750E+00    0.596370004652599039E+00    0.601647773599297664E+00    0.338721555442141997E+00    0.137601374090643631E+02    0.482654781061147986E+01    0.468522186823877990E+08
   -0.342944813761152822E+01   -0.397395454179409935E+01    0.191316497061162977E+04   -0.322020852586844430E+01   -0.129971160460641810E+01    0.493534860755834082E+00    0.829490445113164609E+00    0.330896019973832611E+00    0.133010825794038468E+02    0.443368268982823466E+01    0.468522188037361652E+08
   -0.306537189983552238E+01   -0.409572982589242240E+01    0.201804536878256317E+04   -0.395783582084358976E+01   -0.118775398242634855E+01    0.223731536470287207E+00    0.470982635748747713E+00    0.314596822712869317E+00    0.966033437513522841E+01    0.251008263430234635E+01    0.468522189173515961E+08
   -0.307516035206661176E+01   -0.393403772900860371E+01    0.175968640722848113E+04   -0.432406063228740845E+01   -0.903958382455247289E+00    0.199484219078942582E+01    0.895302276247999851E+00    0.315430219472480178E+00   -0.150901482320296765E+00   -0.189968858966087595E+01    0.468522189235274345E+08
   -0.279460466634856175E+01   -0.280543605474236468E+01    0.185466832013930070E+04   -0.495238501352298677E+01   -0.201308751885686643E+01   -0.555185814179551151E+00    0.327435912433443166E+00    0.274773789859988515E+00   -0.472691332531081798E+01   -0.589885857602182995E+01    0.468522190772469342E+08
   -0.476688379562536468E+01   -0.498208038803989872E+01    0.287950757178524918E+04   -0.493745913068456410E+01   -0.478339348872800940E+00    0.161572153814441588E+01    0.299439538665139060E+00    0.370246200684051008E+00    0.103900757927638452E+02    0.419654165850696259E+01    0.468522193308768421E+08
