1.45000000e-06	-8.348499e-06
1.45001160e-06	8.441500e-09
1.45002320e-06	8.404786e-09
1.45003480e-06	8.235420e-09
1.45004640e-06	8.222981e-09
1.45005800e-06	8.329261e-09
1.45006960e-06	8.642007e-09
1.45008120e-06	8.203077e-09
1.45009280e-06	8.168564e-09
1.45010440e-06	8.184870e-09
1.45011600e-06	8.187533e-09
1.45012760e-06	8.104682e-09
1.45013921e-06	8.474364e-09
1.45015081e-06	8.338520e-09
1.45016241e-06	8.084009e-09
1.45017401e-06	8.110041e-09
1.45018561e-06	8.143008e-09
1.45019721e-06	8.304077e-09
1.45020881e-06	8.195652e-09
1.45022042e-06	8.191951e-09
1.45023202e-06	8.214980e-09
1.45024362e-06	8.209907e-09
1.45025522e-06	8.175647e-09
1.45026682e-06	8.178043e-09
1.45027843e-06	8.514918e-09
1.45029003e-06	8.622296e-09
1.45030163e-06	8.558373e-09
1.45031323e-06	8.513110e-09
1.45032484e-06	8.318653e-09
1.45033644e-06	8.186335e-09
1.45034804e-06	8.082692e-09
1.45035964e-06	8.146242e-09
1.45037125e-06	8.113952e-09
1.45038285e-06	8.589716e-09
1.45039445e-06	9.105603e-09
1.45040605e-06	8.666772e-09
1.45041766e-06	8.358145e-09
1.45042926e-06	8.285006e-09
1.45044087e-06	8.342427e-09
1.45045247e-06	8.364825e-09
1.45046407e-06	8.778852e-09
1.45047568e-06	8.557505e-09
1.45048728e-06	8.151862e-09
1.45049888e-06	8.122773e-09
1.45051049e-06	8.147507e-09
1.45052209e-06	8.178260e-09
1.45053370e-06	8.249549e-09
1.45054530e-06	8.202508e-09
1.45055690e-06	8.141753e-09
1.45056851e-06	8.132732e-09
1.45058011e-06	8.183342e-09
1.45059172e-06	8.347598e-09
1.45060332e-06	8.237665e-09
1.45061493e-06	8.372759e-09
1.45062653e-06	8.151195e-09
1.45063814e-06	8.139340e-09
1.45064974e-06	8.104797e-09
1.45066135e-06	8.346720e-09
1.45067295e-06	8.328458e-09
1.45068456e-06	8.736176e-09
1.45069616e-06	8.589393e-09
1.45070777e-06	8.260857e-09
1.45071938e-06	8.304605e-09
1.45073098e-06	8.539223e-09
