   -0.320843681544111803E+01   -0.361444740887512594E+01    0.213274874858657995E+04   -0.394869623020564831E+01   -0.154387595678158096E+01    0.851540873641775331E+00    0.918890318931493422E+00    0.300954097393703712E+00    0.117422085654588315E+02    0.520597703707926129E+01    0.715214746155503089E+01    0.468522222160628736E+08
   -0.369619244997057184E+01   -0.437689582716611447E+01    0.253572428886258058E+04   -0.494541835947184971E+01   -0.119512463544169822E+01    0.971066486353775460E+00    0.585273094969340657E+00    0.323746795190912706E+00   -0.109482063434162367E+02   -0.906336553926606037E+01    0.631371556704639048E+01    0.468522226019602939E+08
   -0.419032186123549089E+01   -0.460608539686376872E+01    0.151016196616690490E+04   -0.199615771716953372E+01   -0.591353709324345722E+00    0.812996773212509627E+00    0.408723364444830539E+00    0.210579387255811379E+00   -0.937031786200005712E+00   -0.122713345874539570E+01    0.506300845925683518E+01    0.468522231288261041E+08
   -0.193118355850632373E+01   -0.318822479483994581E+01    0.179140894302236165E+04   -0.467490686602214289E+01   -0.174034081136174690E+01    0.192239500703516564E+01    0.625206559993502831E+00    0.314558443076634608E+00   -0.672532773609908929E+00   -0.866673671826646341E+00    0.805247356887585042E+01    0.468522241788977534E+08
   -0.303656688925894169E+01   -0.378777564979041248E+01    0.208775374553512574E+04   -0.336207400248186117E+01   -0.150730605256705275E+01    0.105455993364185918E+01    0.801873673671642195E+00    0.308720964456364211E+00    0.638280209709829549E+01    0.933740798539350436E+00    0.381821707444389036E+01    0.468522244099698961E+08
   -0.243980084756862681E+01   -0.348848400806845405E+01    0.187987003368328624E+04   -0.397912361684537474E+01   -0.159471487568935988E+01    0.163008658379930349E+01    0.486655056125708918E+00    0.307610732841833268E+00   -0.315154841110647155E+01   -0.559806686526195207E+01    0.705205352985089906E+01    0.468522244629047811E+08
   -0.409471639097393592E+01   -0.537321176915467014E+01    0.195798120161616271E+04   -0.184359143958948479E+01   -0.375807203113638799E+00    0.638485630866034271E+00    0.792264598578737211E+00    0.219667480477378496E+00    0.828749697026569976E+01    0.130873722964962624E+01    0.648615153707248382E+01    0.468522244790647626E+08
   -0.241463673991155048E+01   -0.355064448215725292E+01    0.191940501519741042E+04   -0.462672590124081218E+01   -0.149877650334782686E+01    0.100557570262508467E+01    0.424208359284365066E+00    0.277124974681213554E+00   -0.106392748418316536E+02   -0.839423568115715923E+01    0.465952503152521835E+01    0.468522245022609606E+08
   -0.403547019594620870E+01   -0.436771441104935221E+01    0.233278878892530838E+04   -0.399218655236861597E+01   -0.107401058599596677E+01    0.321175835042556201E+00    0.922895015744886527E+00    0.286369874712379624E+00    0.400837804924218943E+01   -0.214699565896098221E+01    0.276676192586752645E+01    0.468522245063654631E+08
   -0.549213477428415509E+01   -0.587248227198813044E+01    0.271598128911338517E+04   -0.345595002168521326E+01    0.127567054585670192E+00    0.121058742093721694E+01    0.525525169652034108E+00    0.317297196752828414E+00    0.860152962849778646E+01    0.227420545704952204E+01    0.448285790938604745E+01    0.468522246349525154E+08
   -0.207103226247113792E+01   -0.313150477298011332E+01    0.200320112641180526E+04   -0.432164518274907294E+01   -0.187542034491307197E+01    0.114936091702812027E+01    0.771260291556696620E+00    0.293277540204020304E+00    0.516364594877614280E+01    0.210108189586630800E+01    0.507755961995335792E+01    0.468522246535277441E+08
   -0.345928586787218961E+01   -0.434973711622795456E+01    0.255754325545067877E+04   -0.499213007574091527E+01   -0.983648231029977005E+00    0.932278706711008098E+00    0.629732922330260014E+00    0.380353951537106327E+00    0.242382907026524919E+01    0.108746944443281635E+01    0.467792513324295633E+01    0.468522247156508565E+08
   -0.321754107890906305E+01   -0.402244230649630374E+01    0.219076243933617388E+04   -0.399341455633464992E+01   -0.116860660645203662E+01    0.753961780484280197E+00    0.814839961608712082E+00    0.359158341220036592E+00   -0.658388327535359608E+01   -0.469689040646772682E+01    0.802912234214462295E+01    0.468522247279327437E+08
   -0.296802675119160142E+01   -0.414149055456181703E+01    0.184094733592782381E+04   -0.429977773666745833E+01   -0.117792796190158233E+01    0.193175254038681921E+01    0.273522642540431904E+00    0.265526085739260509E+00    0.965472110788714843E+01    0.395825308204654647E+01    0.639348727462934008E+01    0.468522247818776667E+08
   -0.310271364073731704E+01   -0.358101377224722128E+01    0.197132164407643108E+04   -0.419808133621480728E+01   -0.136902208063293473E+01    0.144870777782291071E+00    0.915480983811980953E+00    0.252515961765025609E+00    0.982616491139232551E+00   -0.328122718117689516E+01    0.953801300867787205E+01    0.468522248308940455E+08
   -0.191641008675953284E+01   -0.309281846378443070E+01    0.192034252149891927E+04   -0.488898537036913350E+01   -0.166716590350796645E+01    0.323000320930312057E+00    0.450059065501422606E+00    0.319747397621864105E+00    0.362048003074318814E+01   -0.509285256608453807E+00    0.792456876733687565E+01    0.468522248795279786E+08
   -0.449162958064935047E+01   -0.518000616782099410E+01    0.269131027624762828E+04   -0.411934126614237872E+01   -0.399674131607667960E+00    0.922302372198001041E+00    0.757291535276467309E+00    0.313795085729310530E+00    0.915443319299393465E+01    0.259446357987789966E+01    0.782634648033224911E+00    0.468522249849334434E+08
   -0.429036210681554664E+01   -0.474753590518862723E+01    0.193220267551983807E+04   -0.277715232365520270E+01   -0.789694528188939593E+00    0.155280182233989361E+01    0.707410059714063122E+00    0.289632243211710161E+00    0.550041100464875754E+01    0.834929661075179297E+00    0.409778150716257272E+01    0.468522250402954444E+08
   -0.451413016252080990E+01   -0.547450920831521248E+01    0.267053520411892714E+04   -0.374977224267805376E+01   -0.368027203727708141E+00    0.858110133453793278E+00    0.451139348692325859E+00    0.342834792273374545E+00    0.696439040823817024E+01    0.213811950976336007E+01    0.403675769996734513E+01    0.468522252200149000E+08
   -0.306024934381855029E+01   -0.361798313620665635E+01    0.228933985124490528E+04   -0.433741037668349261E+01   -0.156167603768642760E+01   -0.546522845471399954E-01    0.921787719690563168E+00    0.276269509392103929E+00   -0.432086735720924509E+01   -0.348853486894041254E+01    0.754873455692587392E+01    0.468522252269411311E+08
   -0.558641580679121752E+01   -0.598227547589020237E+01    0.311153100662506949E+04   -0.422966786673641781E+01    0.286062080554374987E+00    0.140375443298810199E+01    0.337338881981825323E+00    0.319552421995687286E+00   -0.104398060903576511E+02   -0.784407063324007225E+01    0.163459059435249232E+01    0.468522253561212271E+08
   -0.267624751869957933E+01   -0.398330717992070582E+01    0.180852828875654313E+04   -0.329791442655109179E+01   -0.132721294658787237E+01    0.973897577771583478E+00    0.816214854306578474E+00    0.253562711983564171E+00   -0.722581541846035336E+01   -0.804898538687209353E+01    0.685673839600643653E+01    0.468522254423672482E+08
   -0.424279646687604828E+01   -0.447275624487274293E+01    0.245432643269890286E+04   -0.475688571384157832E+01   -0.820813214028696336E+00    0.185683575504358656E+01    0.516673630999194056E+00    0.330643554000969730E+00    0.317609755552700079E+01   -0.139031812350759054E+01    0.359972413515846634E+01    0.468522256554202437E+08
   -0.261996866885336033E+01   -0.385906814193213421E+01    0.158515817119230906E+04   -0.347744683397397480E+01   -0.127700310937869332E+01    0.115239687788046830E-01    0.483602369354404482E+00    0.265331621585774835E+00    0.637891810708445917E+01    0.264418238654354809E+01    0.404233913459371674E+01    0.468522257747507468E+08
   -0.269219260237650104E+01   -0.363565271459442307E+01    0.216214524809963314E+04   -0.495631949830235818E+01   -0.173870398282810301E+01    0.177344519756725383E+01    0.115358096844673380E+00    0.307755123290364474E+00    0.714927197315814311E+01    0.100899563469613085E+01    0.827638677903071240E+01    0.468522258421797380E+08
   -0.267080739156662084E+01   -0.344956571103728304E+01    0.238341300935308573E+04   -0.461284027290851117E+01   -0.187051901118490127E+01    0.689719829200673651E+00    0.682631024208001813E+00    0.299448848594703498E+00    0.171291758639976877E+01   -0.354219794524190945E+00    0.583797382504618678E+01    0.468522258623952195E+08
