1.45000000e-06	3.099583e-06
1.45001160e-06	-1.306177e-06
1.45002320e-06	-5.640357e-07
1.45003480e-06	3.024440e-08
1.45004640e-06	1.803699e-08
1.45005800e-06	1.203071e-08
1.45006960e-06	8.367743e-09
1.45008120e-06	8.067292e-09
1.45009280e-06	7.899202e-09
1.45010440e-06	7.978938e-09
1.45011600e-06	8.231966e-09
1.45012760e-06	8.476320e-09
1.45013921e-06	8.467714e-09
1.45015081e-06	8.178840e-09
1.45016241e-06	7.890384e-09
1.45017401e-06	7.957536e-09
1.45018561e-06	8.264316e-09
1.45019721e-06	8.398105e-09
1.45020881e-06	8.341787e-09
1.45022042e-06	8.196137e-09
1.45023202e-06	8.086052e-09
1.45024362e-06	8.085452e-09
1.45025522e-06	8.258552e-09
1.45026682e-06	8.565244e-09
1.45027843e-06	8.711484e-09
1.45029003e-06	8.688426e-09
1.45030163e-06	8.580535e-09
1.45031323e-06	8.389051e-09
1.45032484e-06	8.132610e-09
1.45033644e-06	7.954651e-09
1.45034804e-06	7.978714e-09
1.45035964e-06	8.250923e-09
1.45037125e-06	8.634550e-09
1.45038285e-06	8.821072e-09
1.45039445e-06	8.782209e-09
1.45040605e-06	8.618687e-09
1.45041766e-06	8.425572e-09
1.45042926e-06	8.384458e-09
1.45044087e-06	8.483790e-09
1.45045247e-06	8.570790e-09
1.45046407e-06	8.529947e-09
1.45047568e-06	8.324098e-09
1.45048728e-06	8.053214e-09
1.45049888e-06	7.976125e-09
1.45051049e-06	8.107349e-09
1.45052209e-06	8.291327e-09
1.45053370e-06	8.277207e-09
1.45054530e-06	8.074223e-09
1.45055690e-06	7.911783e-09
1.45056851e-06	8.015459e-09
1.45058011e-06	8.331862e-09
1.45059172e-06	8.484188e-09
1.45060332e-06	8.413519e-09
1.45061493e-06	8.218286e-09
1.45062653e-06	8.025507e-09
1.45063814e-06	8.061647e-09
1.45064974e-06	8.358135e-09
1.45066135e-06	8.591782e-09
1.45067295e-06	8.664326e-09
1.45068456e-06	8.614302e-09
1.45069616e-06	8.524890e-09
1.45070777e-06	8.436307e-09
1.45071938e-06	8.369593e-09
1.45073098e-06	8.180760e-09
1.45074259e-06	7.934708e-09
1.45075419e-06	7.923551e-09
1.45076580e-06	8.254066e-09
1.45077741e-06	8.636422e-09
1.45078901e-06	8.877192e-09
1.45080062e-06	8.860551e-09
1.45081222e-06	8.627426e-09
1.45082383e-06	8.239550e-09
1.45083544e-06	8.033427e-09
1.45084704e-06	8.245181e-09
1.45085865e-06	8.540723e-09
1.45087026e-06	8.603482e-09
